id,funding_project_number,funding_project,project_id,funding_source,responsible_party_name,consultant_name,assessment_date,stream_crossing_id,assessment_id,external_crossing_reference,crew_members,utm_zone,utm_easting,utm_northing,location_confidence_ind,stream_name,road_name,road_km_mark,road_tenure,crossing_type_code,crossing_type_desc,crossing_subtype_code,crossing_subtype_desc,diameter_or_span,length_or_width,continuous_embeddedment_ind,average_depth_embededdment,resemble_channel_ind,backwatered_ind,percentage_backwatered,fill_depth,outlet_drop,outlet_pool_depth,inlet_drop_ind,culvert_slope,downstream_channel_width,stream_slope,beaver_activity_ind,fish_observed_ind,valley_fill_code,valley_fill_code_desc,habitat_value_code,habitat_value_desc,stream_width_ratio,stream_width_ratio_score,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,final_score,barrier_result_code,barrier_result_description,crossing_fix_code,crossing_fix_desc,recommended_diameter_or_span,assessment_comment,ecocat_url,image_view_url,current_pscis_status,current_crossing_type_code,current_crossing_type_desc,current_crossing_subtype_code,current_crossing_subtype_desc,current_barrier_result_code,current_barrier_description,feature_code,objectid,se_anno_cad_data,ogc_fid,study_area,geom
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7930,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-19,62520,62660,LZRD200,JB/TF,11,637797,5483538,Y,Lizard Creek Tributary,Mt. Fernie,NA,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.4,10.2,N,NA,N,N,NA,1,0.41,0,N,4,0.4,15,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,1,3,0,10,10,10,33,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,0.4,Poor fish habitat. Fish use unlikely. Low priority.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62660,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018918,NA,11551,elk,"c(1787309.51028741, 557693.474414268)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-792f,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-19,62521,62661,LZRD021,JB/TF,11,638000,5483390,Y,Lizard Creek Tributary,Mt. Fernie,NA,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.92,25.5,N,NA,N,N,NA,4.5,0.75,0.8,N,2,2.35,2,N,N,DF,Deep Fill - No or little bedrock showing on stream,HIGH,High habitat value,2.554,6,3,10,10,5,34,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,5,Great potential for replacement. Recommend RP Bio Assessment Road may be iin Provincial Park.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62661,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018919,NA,11552,elk,"c(1787529.97999314, 557572.860021105)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-792e,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-19,62522,62662,LZRD210,JB/TF,11,632615,5485112,Y,Lizard Creek Tributary,Mt. Fernie,NA,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.6,11,N,NA,N,N,NA,0.5,0,0,N,3,0.5,18,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,0.833,0,0,10,0,10,20,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,0.6,Poor fish habitat. Fish use unlikely. Low priority.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62662,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018920,NA,11553,elk,"c(1781964.40564004, 558587.86249514)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-792d,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-19,62523,62663,LZRD008,JB/TF,11,632177,5485303,Y,Lizard Creek,Island Lake Loop,NA,FSR,OBS,Open Bottom Structure,BRIDGE,Bridge,12,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,Bridge in good condition,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62663,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25018921,NA,11554,elk,"c(1781505.18930072, 558720.935079373)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-4658,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-18,197539,198439,2020091801,"AI, KP",11,648381,5499536,Y,McCool Creek,Hadner FSR,NA,FLNR 6946,OBS,Open Bottom Structure,BRIDGE,Bridge,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,Bridge.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198439,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25025679,NA,18300,elk,"c(1795759.48135481, 574913.483660045)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-4657,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-18,197540,198440,4607023,"AI, KP",11,648041,5499983,Y,McCool Creek,NA,NA,Canfor R08477,OBS,Open Bottom Structure,BRIDGE,Bridge,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,Bridge.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198440,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25025680,NA,18301,elk,"c(1795364.70726472, 575312.927231428)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-4656,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-18,197541,198441,4604198,"AI, KP",11,647819,5498551,Y,Tributary to Elk River,Hadner FSR,NA,FLNR 6946,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.8,9,N,NA,N,N,NA,1,0.6,0.3,Y,6,2.9,19,N,N,DF,Deep Fill - No or little bedrock showing on stream,MEDIUM,Medium habitat value,3.625,6,0,10,10,10,36,BARRIER,Barrier,OBS,Replace with new open bottom structure,13,Steep stream with good flow. FISS sample site 2593 near crossing location. Suspect too steep to be fish bearing.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198441,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25025681,NA,18302,elk,"c(1795328.29586087, 573864.70137214)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-4655,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-18,197542,198442,4600367,"AI, KP",11,643534,5490723,Y,Hartley Creek,Dicken Road,NA,MoTi collector,CBS,Closed Bottom Structure,OVAL,Oval Culvert,2.6,20,N,NA,N,N,NA,0.4,0.4,0.8,N,2,3.5,1,N,N,DF,Deep Fill - No or little bedrock showing on stream,HIGH,High habitat value,1.346,6,3,10,10,5,34,BARRIER,Barrier,OBS,Replace with new open bottom structure,10,Laser level used for culvert slope. WCT spawning system. See Management Plan for the Westslope Cutthroat Trout (Oncorhynchus clarkii lewisi) in British Columbia 2014 http://a100.gov.bc.ca/pub/eirs/finishDownloadDocument.do?subdocumentId=9781,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198442,ASSESSED,CBS,Closed Bottom Structure,OVAL,Oval Culvert,BARRIER,Barrier,NA,25025682,NA,18303,elk,"c(1792081.09069088, 565553.436762099)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-4654,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-22,197543,198443,2020092201,"AI, KP",11,634969,5484828,Y,Tributary to Lizard Creek,Lazy Lizard Lower,NA,Unknown,OBS,Open Bottom Structure,BRIDGE,Bridge,1.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,Bike trail.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198443,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25025683,NA,18304,elk,"c(1784337.20106779, 558608.780581932)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-4653,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-23,197544,198444,2020092301,"AI, KP",11,636474,5483873,Y,Tributary to Lizard Creek,Trail,NA,Unknown,OBS,Open Bottom Structure,BRIDGE,Bridge,1.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,Trail. Stream has been diverted to beside the road.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198444,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25025684,NA,18305,elk,"c(1785953.43972873, 557855.506648894)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-4652,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-23,197545,198445,4600077,"AI, KP",11,639864,5483627,Y,Tributary to Elk River,Mt Mclean Road,NA,Fernie local,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.75,20,Y,0.1,Y,N,NA,4,0,0,N,0.5,2.7,0.5,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,3.6,6,3,5,0,0,14,PASSABLE,Passable - No barrier,NA,NA,NA,Dry channel. Culvert is embedded.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198445,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,PASSABLE,Passable - No barrier,NA,25025685,NA,18306,elk,"c(1789349.59032539, 558047.407135804)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-4651,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-23,197546,198446,4600102,"AI, Kp",11,640306,5481672,Y,Tributary to Elk River,McGiverin Road,NA,MoTi local,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.5,16,N,NA,N,N,NA,1,0,0,N,1,0.5,0,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,1,3,3,10,0,5,21,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,2,Vegetated channel. Not likely fish habitat.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198446,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25025686,NA,18307,elk,"c(1790039.17977193, 556166.348349296)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-4650,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-23,197547,198447,4603265,"AI, KP",11,640287,5481650,Y,Tributary to Elk River,Railway,NA,Canadian Pacific,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.6,13,N,NA,N,N,NA,3,0,0,N,0.5,0.5,0,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,0.833,0,0,10,0,0,10,PASSABLE,Passable - No barrier,NA,NA,NA,Dry vegetated channel. Not likely fish habitat.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198447,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,PASSABLE,Passable - No barrier,NA,25025687,NA,18308,elk,"c(1790023.14577214, 556142.096573406)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-464f,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-23,197548,198448,4600008,"AI, KP",11,640268,5481377,Y,Tributary to Elk River,Robinson Road,NA,MoTi local,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.65,11,Y,0.1,Y,N,NA,1.2,0,0,N,0.5,1.2,0.5,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,1.846,6,0,5,0,0,11,PASSABLE,Passable - No barrier,NA,NA,NA,Dry mostly vegetated channel. Not likely fish habitat.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198448,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,PASSABLE,Passable - No barrier,NA,25025688,NA,18309,elk,"c(1790039.32502686, 555869.048370622)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-464e,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-23,197549,198449,2020092302,"AI, KP",11,640218,5481065,Y,Tributary to Elk River,Hill Road,NA,Unknown,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.6,14,Y,0.03,Y,N,NA,1.2,0,0,N,0.5,1.5,0,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,2.5,6,0,5,0,0,11,PASSABLE,Passable - No barrier,NA,NA,NA,Dry vegetated channel. Not likely fish habitat.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198449,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,PASSABLE,Passable - No barrier,NA,25025689,NA,18310,elk,"c(1790029.74236026, 555553.355712163)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-464d,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-23,197550,198450,2020092303,"AI, KP",11,640227,5481028,Y,Tributary to Elk River,Driveway,NA,Unknown,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.6,15,N,NA,N,N,NA,1,0,0,N,0.5,1.5,2,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,2.5,6,3,10,0,0,19,POTENTIAL,Potential barrier,SS-CBS,Replace structure with streambed simulation CBS,2,"Dry, mostly vegetated channel. Not likely fish habitat. Two pipes, one buried by fill. Inlet elevated resulting in small are of wetland vegetation upstream.",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198450,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,POTENTIAL,Potential barrier,NA,25025690,NA,18311,elk,"c(1790043.42266365, 555517.838327106)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-463d,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-23,197566,198466,2020092310,"KP, AI",11,636029,5484419,Y,Tributary to Lizard Creek,Lazy Lizard Lower,1,Unknown,OBS,Open Bottom Structure,BRIDGE,Bridge,1.2,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,Nice wooden pedestrian/bike bridge for recreational use.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198466,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25025706,NA,18327,elk,"c(1785441.72519444, 558339.557774118)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-463c,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-23,197567,198467,4600130,"KP, AI",11,640037,5483655,Y,Tributary to Elk River,Cokato Road,NA,Fernie collector,CBS,Closed Bottom Structure,ROUND,Round Culvert,1.2,22,N,NA,N,Y,20,8,0,0,Y,9,0.65,9,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,0.542,0,3,10,0,10,23,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,2,"Very low flow at time of survey and 0.5m inlet drop from debris. Very steep culvert, possibly 2 sections with further upstream section being much steeper.",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198467,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25025707,NA,18328,elk,"c(1789517.69791997, 558097.402612368)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-463b,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-23,197568,198468,4606807,"KP, AI",11,639952,5483636,Y,Tributary to Elk River,Railway,NA,Canadian Pacific,CBS,Closed Bottom Structure,CRTBOX,Concrete Box Culvert,1.2,9,Y,0.09,N,N,NA,6,0,0,N,1.5,1.5,30,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,1.25,3,0,5,0,5,13,PASSABLE,Passable - No barrier,NA,NA,NA,"Concrete arch, &gt;30% downstream of culvert for 10m likely from railway fill. Dry downstream with stagnant pools upstream.",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198468,ASSESSED,CBS,Closed Bottom Structure,CRTBOX,Concrete Box Culvert,PASSABLE,Passable - No barrier,NA,25025708,NA,18329,elk,"c(1789435.77435635, 558067.64172292)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-463a,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-23,197569,198469,4600080,"KP, AI",11,640568,5481516,Y,Tributary to Elk River,Cokato Road,NA,MoTi local,CBS,Closed Bottom Structure,ROUND,Round Culvert,1.1,43,N,NA,N,N,NA,2,0,0,N,4,2.1,3.5,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,1.909,6,6,10,0,10,32,BARRIER,Barrier,OBS,Replace with new open bottom structure,10,"2 barrels, 0.90 and 1.1m. Debris rack on inlet. Stream dry at time of survey.",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198469,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25025709,NA,18330,elk,"c(1790319.24061758, 556045.403234623)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-4639,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-23,197570,198470,4603291,"KP, AI",11,640891,5480517,Y,Cokato Creek,Cokato Road,NA,MoTi local,CBS,Closed Bottom Structure,ROUND,Round Culvert,1.2,13,N,NA,N,N,NA,0.5,0,0,N,4,4.5,4,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,3.75,6,0,10,0,10,26,BARRIER,Barrier,OBS,Replace with new open bottom structure,10,"3 large barrels (all 1.2m), very perched 0.7-1.3m above substrate. Stream dry at time of survey. Debris rack on upstream side of culvert. Note there is a slope change at the inlet of structure, much steeper short section possibly from damage.",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198470,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25025710,NA,18331,elk,"c(1790768.04377957, 555096.702579987)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-4638,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-23,197571,198471,4600316,"KP, AI",11,641167,5479429,Y,Tributary to Elk River,Cokato Road,NA,MoTi local,CBS,Closed Bottom Structure,ROUND,Round Culvert,1.2,12,N,NA,N,N,NA,0.5,0,0,N,2.5,4.1,4,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,3.417,6,0,10,0,5,21,BARRIER,Barrier,OBS,Replace with new open bottom structure,10,"Stream dry at time of survey. Three barrels, 1.2m in diameter. All three very similar elevation, all perched .2-.50m above substrate.",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198471,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25025711,NA,18332,elk,"c(1791181.62970494, 554053.758825264)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-4637,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-23,197572,198472,4601594,"KP, AI",11,641090,5479392,Y,Tributary to Elk River,Railway,NA,Canadian Pacific,CBS,Closed Bottom Structure,ROUND,Round Culvert,1.5,22,N,NA,N,N,NA,2,0,0,N,1.5,2.7,2.5,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,1.8,6,3,10,0,5,24,BARRIER,Barrier,OBS,Replace with new open bottom structure,10,"Stream dry at time of survey. 2 barrels (0.80 and 1.5m in diameter), similar heights but 1.5m slightly lower. Smaller barrel inlet damaged.",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198472,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25025712,NA,18333,elk,"c(1791109.95417859, 554007.182124573)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-4636,BCFP-003_phase1,Elk River Watershed Group Fish Passage Assessments - Phase 1,3800,OTHER,CANADIAN WILDLIFE FEDERATION,IRVINE,2020-09-24,197573,198473,4600169,"KP, AI",11,638850,5480833,Y,Tributary to Elk River,Highline Drive (Fernie ski hill),NA,MoTi local,CBS,Closed Bottom Structure,ROUND,Round Culvert,1,36,N,NA,N,N,NA,6,0.2,0.25,N,13,2.3,11.5,N,N,DF,Deep Fill - No or little bedrock showing on stream,MEDIUM,Medium habitat value,2.3,6,6,10,5,10,37,BARRIER,Barrier,OBS,Replace with new open bottom structure,19,"Very recent heavy rains, 2 side channels for ski hill drainage infrastructure giving significant flow contributions just upstream of crossing, one of which is especially turbid (from large parking lot). Culvert not baffled, very steep. A lot of fill on paved access to condos. Old metal collar of culvert ripped off and in outlet pool.",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3800]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198473,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25025713,NA,18334,elk,"c(1788701.73930112, 555147.505579854)"
