fish_observation_point_id,gradient,stream_order,upstream_area_ha,channel_width,species_code,elevation
261700,0,4,16454.4432,NA,CO,718
261700,0,4,16454.4432,NA,CO,718
213377,0.0207,3,587.8971,6.6,DV,777
30120,0.1306,2,43.5327,1.43,DV,1014
233348,0.0182,4,3610.3309,1.2,DV,770
213472,0.0613,1,NA,NA,DV,753
276286,0.0725,2,15.6026,1.25,DV,731
231181,0.0078,5,11192.7566,NA,CO,722
231181,0.0024,5,11192.7566,NA,CO,722
276520,0.0681,3,459.4934,4.25,DV,1206
192506,0.0014,8,713190.5149,26.98,ST,539
192506,0.0028,8,713190.5149,26.98,ST,539
8964,0,2,42.53,NA,RB,964
212360,0.1582,1,NA,NA,DV,1003
6439,0,4,1274.6966,NA,RB,1254
277863,0.0207,4,1771.9571,3.9,DV,660
146253,0.0315,4,4309.1953,3.1,CO,581
146255,0.0315,4,4309.1953,3.1,DV,581
146257,0.0315,4,4309.1953,3.1,RB,581
30140,0.177,2,157.6204,1.35,DV,1030
231340,0.0344,5,6958.3256,6.8,ST,910
231340,0.0196,5,6958.3256,6.8,ST,910
282389,3e-4,8,705853.9842,26.92,CH,547
282389,9e-4,8,705853.9842,26.92,CH,547
30150,0.165,3,998.6394,7.33,DV,1030
276449,0.0384,3,1657.1142,6.7,DV,1038
234615,1e-4,8,705853.9842,26.92,PK,547
212421,0.0852,2,141.5906,1.2,DV,1200
192492,0,8,701912.8359,26.9,ST,547
192492,0,8,701912.8359,26.9,ST,547
231139,0.0605,2,876.3848,5.99,DV,1125
52490,0.0928,3,831.0444,2.78,CT,1081
288256,0.0179,5,9402.5978,8.33,CO,638
288277,0.0045,5,9402.5978,8.33,RB,640
292640,0.0327,4,4351.6778,5.58,CH,656
292640,0.0327,4,4351.6778,5.58,CH,656
292643,0.0327,4,4351.6778,5.58,DV,656
292643,0.0327,4,4351.6778,5.58,DV,656
288202,0,5,11464.7546,8.83,CO,638
288202,0,5,11464.7546,8.83,CO,638
231347,0,5,11464.7546,8.83,ST,638
231347,0,5,11464.7546,8.83,ST,638
292625,0,5,11464.7546,8.83,CH,638
292625,0,5,11464.7546,8.83,CH,638
292628,0,5,11464.7546,8.83,ST,638
292628,0,5,11464.7546,8.83,ST,638
288281,0,5,11464.7546,8.83,RB,638
288281,0,5,11464.7546,8.83,RB,638
292532,0.0081,6,111602.4853,16.67,CH,640
292532,0.0029,6,111602.4853,16.67,CH,640
292533,0.0081,6,111602.4853,16.67,CO,640
292533,0.0029,6,111602.4853,16.67,CO,640
292535,0.0081,6,111602.4853,16.67,DV,640
292535,0.0029,6,111602.4853,16.67,DV,640
292536,0.0081,6,111602.4853,16.67,RB,640
292536,0.0029,6,111602.4853,16.67,RB,640
292538,0.0081,6,111602.4853,16.67,ST,640
292538,0.0029,6,111602.4853,16.67,ST,640
288253,0.0311,5,11424.797,8.8,RB,631
288066,0.0163,5,11424.797,8.8,CO,633
288066,0.0311,5,11424.797,8.8,CO,633
288171,0.0163,5,11424.797,8.8,ST,634
231334,0.0364,5,11424.797,8.8,CH,628
231338,0.0364,5,11424.797,8.8,RB,628
234606,0.0117,6,123441.766,17.24,CH,633
234606,0.0016,6,123441.766,17.24,CH,633
29207,0.0671,2,630.9112,3,RB,706
282399,0.0043,8,700954.7954,26.87,RB,549
282399,5e-4,8,700954.7954,26.87,RB,549
292526,0,6,134994.2124,17.73,CT,628
292526,0,6,134994.2124,17.73,CT,628
231351,0.0074,5,16126.3149,9.58,CO,659
231351,0.0082,5,16126.3149,9.58,CO,659
231356,0.0074,5,16126.3149,9.58,ST,659
231356,0.0082,5,16126.3149,9.58,ST,659
292440,0.0074,5,16126.3149,9.58,RB,659
292440,0.0082,5,16126.3149,9.58,RB,659
292648,0.0074,5,16126.3149,9.58,CT,659
292648,0.0082,5,16126.3149,9.58,CT,659
288314,0.0107,5,16126.3149,9.58,ST,659
288314,0.0082,5,16126.3149,9.58,ST,659
288263,0.0019,5,16126.3149,9.58,CH,661
288263,0.0107,5,16126.3149,9.58,CH,661
288264,0.0019,5,16126.3149,9.58,CO,661
288264,0.0107,5,16126.3149,9.58,CO,661
288265,0.0019,5,16126.3149,9.58,RB,661
288265,0.0107,5,16126.3149,9.58,RB,661
288317,7e-4,5,16126.3149,9.58,RB,661
288317,0.0019,5,16126.3149,9.58,RB,661
288273,0.0169,5,16126.3149,9.58,RB,673
261652,0.0169,5,16126.3149,9.58,ST,673
261652,0.0059,5,16126.3149,9.58,ST,673
261653,0.0169,5,16126.3149,9.58,ST,673
261653,0.0059,5,16126.3149,9.58,ST,673
288267,0.0059,5,16126.3149,9.58,CH,674
288267,0.004,5,16126.3149,9.58,CH,674
29199,0.023,4,4489.4665,5.97,DV,581
29199,0.0287,4,4489.4665,5.97,DV,581
231358,0.021,4,3655.0905,5.17,RB,663
292539,0,6,88163.1748,NA,BT,659
292539,0,6,88163.1748,NA,BT,659
292545,0,6,88163.1748,NA,SK,659
292545,0,6,88163.1748,NA,SK,659
212391,0.0468,3,1221.4726,23.1,DV,830
212391,0.0487,3,1221.4726,23.1,DV,830
212368,0.0123,5,7014.9096,10.3,CT,986
29255,0.0496,4,2138.3646,9.13,DV,1045
316317,0,2,302.3143,NA,CT,929
323931,0,2,302.3143,NA,CT,929
340521,0,2,302.3143,NA,CT,929
363070,0,2,302.3143,NA,CT,929
369482,0,2,302.3143,NA,CT,929
376940,0,2,302.3143,NA,CT,929
52474,0.0355,3,1023.6779,2.79,CO,805
52474,0.0247,3,1023.6779,2.79,CO,805
301414,0.0128,4,2907.3507,6,CT,1006
233484,0,4,1921.0101,NA,RB,746
52488,0.0241,4,1649.3234,5.23,RB,871
282402,0.0011,8,694954.3462,26.84,DV,553
52480,0.0258,5,6491.1871,6.7,CO,782
52480,0.0216,5,6491.1871,6.7,CO,782
305,0,2,428.2039,NA,CT,803
309,0,2,428.2039,NA,RB,803
5060,0,2,428.2039,NA,CT,803
233366,0,2,428.2039,NA,RB,803
233369,0,2,428.2039,NA,RB,803
317755,0,2,428.2039,NA,RB,803
331151,0,2,428.2039,NA,RB,803
335194,0,2,428.2039,NA,RB,803
347448,0,2,428.2039,NA,RB,803
354884,0,2,428.2039,NA,CT,803
360922,0,2,428.2039,NA,RB,803
369821,0,2,428.2039,NA,RB,803
372579,0,2,428.2039,NA,RB,803
276245,0.0377,4,3389.0177,11.2,DV,1125
212369,0.0377,4,3389.0177,11.2,DV,1126
232949,0,5,9712.6277,7.49,CO,684
232950,0,5,9712.6277,7.49,DV,684
52479,0.0111,5,6690.6389,8.02,RB,724
52315,0.0183,5,8750.1033,7.26,RB,717
231360,0.0023,5,9465.6574,7.43,RB,689
231360,0.0098,5,9465.6574,7.43,RB,689
5064,0,2,141.0716,NA,RB,792
319802,0,2,141.0716,NA,RB,792
339295,0,2,141.0716,NA,RB,792
344048,0,2,141.0716,NA,CT,792
366054,0,2,141.0716,NA,CT,792
367091,0,2,141.0716,NA,CT,792
369907,0,2,141.0716,NA,RB,792
375817,0,2,141.0716,NA,RB,792
292609,0.0108,4,2453.4196,4.63,CO,607
292615,0.0108,4,2453.4196,4.63,RB,607
94736,0.0129,4,2453.4196,4.63,RB,608
94736,0.0108,4,2453.4196,4.63,RB,608
94738,0.0129,4,2453.4196,4.63,CT,608
94738,0.0108,4,2453.4196,4.63,CT,608
145865,0.0133,4,2453.4196,4.63,RB,609
286787,0.0202,4,2453.4196,4.63,CO,609
286788,0.0202,4,2453.4196,4.63,RB,609
288323,0.0397,4,2453.4196,4.63,CH,616
288174,0.0304,4,2453.4196,4.63,ST,620
288174,0.0307,4,2453.4196,4.63,ST,620
231329,0.049,4,2453.4196,4.63,CH,662
231329,0.0444,4,2453.4196,4.63,CH,662
231331,0.049,4,2453.4196,4.63,CT,662
231331,0.0444,4,2453.4196,4.63,CT,662
69269,0.0777,4,2453.4196,4.63,RB,667
69269,0.0286,4,2453.4196,4.63,RB,667
69419,0.0286,4,2453.4196,4.63,RB,667
288185,0.0063,6,140593.5752,17.92,CO,606
288185,0.0044,6,140593.5752,17.92,CO,606
288187,0.0063,6,140593.5752,17.92,RB,606
288187,0.0044,6,140593.5752,17.92,RB,606
276257,0.0971,2,63.6678,1.3,DV,1436
292607,0,4,14673.4957,8.9,RB,606
323368,0,1,NA,NA,RB,631
329641,0,1,NA,NA,RB,631
330166,0,1,NA,NA,RB,631
341119,0,1,NA,NA,RB,631
341664,0,1,NA,NA,RB,631
356125,0,1,NA,NA,RB,631
356960,0,1,NA,NA,RB,631
375402,0,1,NA,NA,RB,631
29252,0.0679,3,740.332,5.68,DV,1261
260405,0,4,6490.6711,8.23,CO,565
260405,0,4,6490.6711,8.23,CO,565
284301,0.0764,2,372.926,2.12,RB,949
260423,0.0518,2,584.3062,2.57,RB,952
29217,0.0108,4,6490.6711,8.23,CO,572
29217,0.0123,4,6490.6711,8.23,CO,572
234613,0,8,676228.8632,26.69,PK,565
288178,5e-4,6,158977.2378,18.52,CO,603
288178,5e-4,6,158977.2378,18.52,CO,603
288194,5e-4,6,160129.4195,18.55,CH,603
288194,0.0016,6,160129.4195,18.55,CH,603
325090,0,1,NA,NA,RB,765
118798,0,4,3054.2491,3.83,CO,575
282409,0,8,674435.0974,26.68,BT,574
282409,0,8,674435.0974,26.68,BT,574
282410,0,8,674435.0974,26.68,CH,574
282410,0,8,674435.0974,26.68,CH,574
282411,0,8,674435.0974,26.68,CO,574
282411,0,8,674435.0974,26.68,CO,574
282414,0,8,674435.0974,26.68,RB,574
282414,0,8,674435.0974,26.68,RB,574
192510,0,8,674435.0974,26.68,ST,574
192510,0,8,674435.0974,26.68,ST,574
69356,0,4,671056.8783,26.65,CH,574
69356,0,4,671056.8783,26.65,CH,574
118819,0,3,1069.1923,9,CO,576
118819,0,3,1069.1923,9,CO,576
118817,0,3,1069.1923,9,CO,576
118817,0,3,1069.1923,9,CO,576
118818,0,3,1069.1923,9,CO,576
118818,0,3,1069.1923,9,CO,576
118813,0,3,1069.1923,9,CO,576
118810,0,3,1069.1923,9,CO,576
118810,0,3,1069.1923,9,CO,576
192450,0.0024,8,671056.8783,26.65,ST,574
192450,2e-4,8,671056.8783,26.65,ST,574
118794,0,8,671056.8783,26.65,CO,575
118794,0,8,671056.8783,26.65,CO,575
234630,0,4,1944.7654,NA,RB,778
233464,0,3,947.6261,NA,RB,816
233460,0,4,4147.6957,NA,RB,810
292518,0.0028,6,229050.5474,20.18,DV,591
292518,0.0034,6,229050.5474,20.18,DV,591
292520,0.0028,6,229050.5474,20.18,RB,591
292520,0.0034,6,229050.5474,20.18,RB,591
292521,0.0028,6,229050.5474,20.18,SK,591
292521,0.0034,6,229050.5474,20.18,SK,591
200446,0,6,229139.1232,NA,CM,588
200446,0.0012,6,229139.1232,NA,CM,588
88289,0.0626,2,250.5555,1.7,RB,589
271520,0.0158,5,9376.7563,7.2,RB,728
271520,0.0135,5,9376.7563,7.2,RB,728
212215,0.0231,5,9376.7563,7.2,RB,734
231316,0.0055,5,56271.429,13.32,CO,591
231316,0.0055,5,56271.429,13.32,CO,591
231322,0.0055,5,56271.429,13.32,PK,591
231322,0.0055,5,56271.429,13.32,PK,591
231324,0.0055,5,56271.429,13.32,ST,591
231324,0.0055,5,56271.429,13.32,ST,591
288034,0.0055,5,56271.429,13.32,CO,591
288034,0.0055,5,56271.429,13.32,CO,591
292477,0.0055,5,56271.429,13.32,CO,591
292477,0.0055,5,56271.429,13.32,CO,591
292549,0.0055,5,56271.429,13.32,CO,591
292549,0.0055,5,56271.429,13.32,CO,591
292550,0.0055,5,56271.429,13.32,DV,591
292550,0.0055,5,56271.429,13.32,DV,591
292560,0.0055,5,56271.429,13.32,CH,591
292560,0.0055,5,56271.429,13.32,CH,591
292562,0.0055,5,56271.429,13.32,RB,591
292562,0.0055,5,56271.429,13.32,RB,591
292566,0.0055,5,56271.429,13.32,RB,591
292566,0.0055,5,56271.429,13.32,RB,591
292572,0.0055,5,56271.429,13.32,CO,591
292572,0.0055,5,56271.429,13.32,CO,591
288223,0.0051,5,56271.429,13.32,CH,591
288223,0.0055,5,56271.429,13.32,CH,591
288225,0.0051,5,56271.429,13.32,RB,591
288225,0.0055,5,56271.429,13.32,RB,591
288167,0.0051,5,56271.429,13.32,RB,592
288167,0.0072,5,56271.429,13.32,RB,592
288168,0.0051,5,56271.429,13.32,ST,592
288168,0.0072,5,56271.429,13.32,ST,592
288228,0.0072,5,56271.429,13.32,CO,593
288228,0.0052,5,56271.429,13.32,CO,593
288162,0.0052,5,56271.429,13.32,CO,594
288163,0.0052,5,56271.429,13.32,RB,594
285672,0,4,7324.3322,NA,RB,718
285672,0,4,7324.3322,NA,RB,718
231364,0.003,5,36973.8178,11.96,CH,714
231364,0,5,36973.8178,11.96,CH,714
231368,0.003,5,36973.8178,11.96,RB,714
231368,0,5,36973.8178,11.96,RB,714
261842,0.003,5,36973.8178,11.96,RB,720
170513,0.0102,4,6137.8815,6.62,RB,769
171184,0.0102,4,6137.8815,6.62,RB,769
260416,0.0311,4,5398.2008,6.97,CO,641
260416,0.0135,4,5398.2008,6.97,CO,641
260418,0.0311,4,5398.2008,6.97,RB,641
260418,0.0135,4,5398.2008,6.97,RB,641
292594,0.0311,4,5398.2008,6.97,ST,641
292594,0.0135,4,5398.2008,6.97,ST,641
292598,0.0311,4,5398.2008,6.97,RB,641
292598,0.0135,4,5398.2008,6.97,RB,641
292599,0.0311,4,5398.2008,6.97,ST,641
292599,0.0135,4,5398.2008,6.97,ST,641
35559,0.0344,4,4970.839,7.15,RB,821
38623,0.0548,2,191.0493,1.27,RB,1219
231328,0.0248,5,49237.2654,12.63,ST,696
231328,0.0713,5,49237.2654,12.63,ST,696
38624,0.0101,2,191.0493,NA,RB,1223
231379,0.0075,5,33243.6305,29,RB,783
231379,0,5,33243.6305,29,RB,783
231363,0.0087,5,23474.6158,10.21,CH,786
5119,0,5,23393.667,NA,RB,790
5119,0,5,23393.667,NA,RB,790
35537,0.0142,2,625.2776,2.2,RB,872
288240,0,5,48514.853,12.56,CH,750
288240,0,5,48514.853,12.56,CH,750
170514,0.0141,4,9538.3431,13,RB,795
203957,0.0141,4,9538.3431,13,RB,795
233502,0.0141,4,9538.3431,13,ST,797
233502,0.0148,4,9538.3431,13,ST,797
288244,4e-4,5,46646.7162,12.37,CH,751
288244,0.0098,5,46646.7162,12.37,CH,751
288245,4e-4,5,46646.7162,12.37,CO,751
288245,0.0098,5,46646.7162,12.37,CO,751
288246,4e-4,5,46646.7162,12.37,RB,751
288246,0.0098,5,46646.7162,12.37,RB,751
288159,0,5,46646.7162,12.37,RB,751
288159,4e-4,5,46646.7162,12.37,RB,751
288155,0,5,46646.7162,12.37,RB,751
288155,0.0054,5,46646.7162,12.37,RB,751
284013,0.0088,5,46646.7162,12.37,CH,754
284014,0.0088,5,46646.7162,12.37,CO,754
288232,0.0088,5,46646.7162,12.37,CH,754
288235,0.0088,5,46646.7162,12.37,CO,754
35561,0.0791,3,1183.4427,3.49,RB,1102
35560,0.0459,3,1478.3518,4.62,RB,1046
203951,0,3,2153.9803,NA,RB,790
288149,0,5,45546.1817,12.28,CH,755
288147,0.0045,5,43596.0936,12.16,RB,776
288147,0.0073,5,43596.0936,12.16,RB,776
288148,0.0045,5,43596.0936,12.16,ST,776
288148,0.0073,5,43596.0936,12.16,ST,776
292576,0.0085,5,41661.7269,12.02,CO,785
292576,0.0015,5,41661.7269,12.02,CO,785
292580,0.0085,5,41661.7269,12.02,CO,785
292580,0.0015,5,41661.7269,12.02,CO,785
292581,0.0085,5,41661.7269,12.02,RB,785
292581,0.0015,5,41661.7269,12.02,RB,785
288114,0.0347,4,2803.6486,5.57,CO,297
288114,0.0626,4,2803.6486,5.57,CO,297
288115,0.0347,4,2803.6486,5.57,DV,297
288115,0.0626,4,2803.6486,5.57,DV,297
288304,0.0074,4,2803.6486,5.57,CO,301
288304,0.0347,4,2803.6486,5.57,CO,301
288307,0.0074,4,2803.6486,5.57,DV,301
288307,0.0347,4,2803.6486,5.57,DV,301
288303,0.0074,4,2803.6486,5.57,DV,302
288303,0,4,2803.6486,5.57,DV,302
265098,0.0126,6,71398.5201,15.48,ST,531
265098,0.0169,6,71398.5201,15.48,ST,531
212711,0.1192,1,NA,NA,CT,1524
200376,7e-4,1,NA,NA,CO,295
200376,0.0039,1,NA,NA,CO,295
200380,7e-4,1,NA,NA,CO,295
200380,0.0039,1,NA,NA,CO,295
200382,7e-4,1,NA,NA,RB,295
200382,0.0039,1,NA,NA,RB,295
200384,7e-4,1,NA,NA,CO,295
200384,0.0039,1,NA,NA,CO,295
200386,7e-4,1,NA,NA,RB,295
200386,0.0039,1,NA,NA,RB,295
277466,0.0213,2,136.0848,2.19,DV,838
234636,0.0081,3,1878.9755,NA,CT,308
234925,0.005,7,131085.5065,18.83,ST,298
234925,0.009,7,131085.5065,18.83,ST,298
234923,0.0145,7,131085.5065,18.83,PK,295
234647,0.0273,7,131085.5065,18.83,CH,284
234648,0.0273,7,131085.5065,18.83,CO,284
234649,0.0273,7,131085.5065,18.83,CT,284
418863,0.0273,7,131085.5065,18.83,ST,284
419715,0.0273,7,131085.5065,18.83,ST,284
420583,0.0273,7,131085.5065,18.83,ST,284
421523,0.0273,7,131085.5065,18.83,ST,284
421524,0.0273,7,131085.5065,18.83,ST,284
422463,0.0273,7,131085.5065,18.83,ST,284
422465,0.0273,7,131085.5065,18.83,ST,284
423415,0.0273,7,131085.5065,18.83,ST,284
425369,0.0273,7,131085.5065,18.83,ST,284
425371,0.0273,7,131085.5065,18.83,ST,284
425372,0.0273,7,131085.5065,18.83,ST,284
302142,0.0028,8,1195844.0103,29.41,CO,283
302142,0.0135,8,1195844.0103,29.41,CO,283
302146,0.0028,8,1195844.0103,29.41,PK,283
302146,0.0135,8,1195844.0103,29.41,PK,283
277462,0.0485,4,4913.795,8.04,DV,580
16590,0.0332,1,NA,NA,BT,904
9300,0,2,492.9503,NA,RB,834
277276,0.0426,1,NA,NA,DV,877
277277,0.0426,1,NA,NA,ST,877
282315,7e-4,8,1062888.2653,28.87,CH,286
234691,0.0488,4,4715.3126,12,RB,303
293262,0.2034,1,NA,NA,DV,794
292806,0.0852,3,1015.9137,12.75,DV,924
263411,0.0069,6,63854.1819,15,RB,656
302184,0.0337,5,3710.2621,7.49,DV,767
302186,0.0337,5,3710.2621,7.49,DV,767
302159,0.0075,6,61739.5419,14.89,RB,675
282323,0.0053,8,1051280.3112,28.81,CO,298
282323,0.0083,8,1051280.3112,28.81,CO,298
234682,0,2,157.4247,NA,CT,969
212254,0.1453,1,NA,NA,CO,807
293259,0.1144,1,NA,NA,DV,930
277325,0.0762,2,404.9675,3.1,BT,1080
212293,0.0762,2,404.9675,3.1,BT,1130
212273,0.0638,2,113.8559,3.6,DV,977
212258,0.0864,3,423.6052,4.5,RB,834
293268,0.1041,1,NA,NA,DV,964
16584,0.0629,2,252.2693,2.4,DV,954
212272,0.0908,2,325.945,6.4,BT,1070
277285,0.0464,3,969.3765,NA,DV,1317
16583,0.0797,1,NA,NA,DV,940
234696,0.0599,4,3128.6672,15,DV,332
234697,0.0599,4,3128.6672,15,RB,332
277476,0.0046,4,3514.0009,NA,RB,889
234885,2e-4,6,51964.5273,14.25,CO,786
234885,1e-4,6,51964.5273,14.25,CO,786
302162,1e-4,6,51964.5273,14.25,CT,786
302163,1e-4,6,51964.5273,14.25,DV,786
302199,0.0558,4,3504.5242,7.96,RB,407
302203,0.0633,1,NA,NA,DV,448
260370,0.0071,4,5903.5296,7.9,ST,875
260370,0.0025,4,5903.5296,7.9,ST,875
277310,0.0425,3,495.2949,4.74,DV,1397
213587,0.0194,4,2489.5953,7.57,DV,1189
212296,0.0139,2,294.0826,NA,CT,911
234698,0.0765,3,1521.5587,3,DV,366
212290,0.0249,4,2613.3894,10.75,CO,833
212290,0.0317,4,2613.3894,10.75,CO,833
212291,0.0249,4,2613.3894,10.75,DV,833
212291,0.0317,4,2613.3894,10.75,DV,833
263427,0.0069,5,14031.3522,10.75,CT,925
212308,0.0468,3,1804.6691,18.9,BT,814
420586,0.0411,5,5862.5961,9.05,ST,328
420586,0.0331,5,5862.5961,9.05,ST,328
420587,0.0411,5,5862.5961,9.05,ST,328
420587,0.0331,5,5862.5961,9.05,ST,328
425374,0.0411,5,5862.5961,9.05,ST,328
425374,0.0331,5,5862.5961,9.05,ST,328
212265,0.0542,3,1617.4213,5.8,RB,879
277289,0.0613,3,1617.4213,5.8,DV,918
277290,0.0613,3,1617.4213,5.8,RB,918
282792,0.021,2,443.1956,2.84,CT,900
302189,0.0267,4,3384.6779,7.94,CT,1060
302190,0.0267,4,3384.6779,7.94,DV,1060
277418,0.0108,3,1422.1081,3.1,RB,810
302204,0.0368,5,5582.4629,12,DV,396
277311,0.0262,3,1202.0894,6,CT,1057
277314,0.1033,2,131.8547,NA,DV,1094
212287,0.0327,2,154.1001,1.6,DV,1079
213586,0.0593,2,110.6698,2.47,CT,1010
212282,0.0587,3,553.7005,3.5,CT,1036
277304,0.0587,3,553.7005,3.5,CT,1049
233276,0.0492,3,1248.5548,3.2,PK,345
233276,0.0531,3,1248.5548,3.2,PK,345
292281,0.0492,3,1248.5548,3.2,CT,345
292281,0.0531,3,1248.5548,3.2,CT,345
234660,0.0084,4,10404.1004,33,CT,860
234661,0.0084,4,10404.1004,33,DV,860
263390,0.0151,4,10404.1004,33,RB,874
277434,0.0895,1,NA,NA,CT,913
277299,0.0885,3,794.899,5.5,DV,1096
302182,0.0174,4,7592.6983,9.29,DV,999
277435,0.0453,3,829.9336,4.27,CT,993
277437,0.0453,3,829.9336,4.27,RB,993
275864,0.1151,2,259.0809,6.9,DV,759
275865,0.1151,2,259.0809,6.9,DV,759
302207,0.0322,4,6269.9834,9.27,RB,451
213565,0.0929,1,NA,NA,BT,1158
212312,0.0256,4,5615.3063,12.8,RB,391
180193,0.0161,3,410.194,2,DV,398
192585,0,8,1007729.5503,28.61,ST,360
192585,0,8,1007729.5503,28.61,ST,360
213561,0.0841,2,58.6208,2.17,DV,1244
213562,0.1175,1,NA,NA,BT,1191
289047,7e-4,8,1007141.401,28.61,ST,363
289047,0.0054,8,1007141.401,28.61,ST,363
232125,0,1,NA,NA,RB,555
319898,0,1,NA,NA,RB,555
338302,0,1,NA,NA,RB,555
356218,0,1,NA,NA,RB,555
277489,0.0789,2,158.2735,2,DV,1382
277490,0.0537,3,678.6491,4.26,DV,1201
261672,0.0064,8,1006470.9738,28.61,CO,369
302150,0.0064,8,1006470.9738,28.61,CH,370
302150,0.0016,8,1006470.9738,28.61,CH,370
302152,0.0064,8,1006470.9738,28.61,DV,370
302152,0.0016,8,1006470.9738,28.61,DV,370
302155,0.0064,8,1006470.9738,28.61,PK,370
302155,0.0016,8,1006470.9738,28.61,PK,370
313334,0.0071,1,NA,NA,RB,545
326174,0.0071,1,NA,NA,RB,545
330048,0.0071,1,NA,NA,RB,545
338303,0.0071,1,NA,NA,RB,545
353685,0.0071,1,NA,NA,RB,545
363163,0.0071,1,NA,NA,RB,545
231144,0.0243,5,8063.7794,13,CT,382
231144,0.0304,5,8063.7794,13,CT,382
302212,0.0282,5,7915.6634,9.61,RB,436
302212,0.0314,5,7915.6634,9.61,RB,436
275908,0.1908,2,215.112,2.7,DV,700
277523,0.0238,3,1172.4525,6.8,BT,1213
277524,0.0238,3,1172.4525,6.8,DV,1213
213508,0,1,NA,NA,CT,1207
276782,0.057,3,830.9074,4.6,RB,1148
212337,0.1675,2,324.8543,3.47,RB,1135
231147,0.0402,4,3328.8922,8,RB,455
231147,0.0203,4,3328.8922,8,RB,455
276769,0.0367,4,3558.0852,7.75,RB,958
275942,0.0709,4,1089.1446,4.61,DV,778
292155,6e-4,8,963922.6766,28.37,CT,403
292155,0.0013,8,963922.6766,28.37,CT,403
292167,6e-4,8,963922.6766,28.37,PK,403
292167,0.0013,8,963922.6766,28.37,PK,403
292179,6e-4,8,963922.6766,28.37,CT,403
292179,0.0013,8,963922.6766,28.37,CT,403
292185,6e-4,8,963922.6766,28.37,ST,403
292185,0.0013,8,963922.6766,28.37,ST,403
418869,6e-4,8,963922.6766,28.37,ST,403
418869,0.0013,8,963922.6766,28.37,ST,403
423422,6e-4,8,963922.6766,28.37,ST,403
423422,0.0013,8,963922.6766,28.37,ST,403
233545,0,5,11932.0907,9.26,ST,402
313407,0,5,11932.0907,9.26,ST,402
366242,0,5,11932.0907,9.26,ST,402
418866,0,5,11932.0907,9.26,ST,402
423419,0,5,11932.0907,9.26,ST,402
424388,0,5,11932.0907,9.26,ST,402
425376,0,5,11932.0907,9.26,ST,402
425377,0,5,11932.0907,9.26,ST,402
425378,0,5,11932.0907,9.26,ST,402
425379,0,5,11932.0907,9.26,ST,402
231149,0.0383,5,11772.9409,9.23,CO,444
231149,0.0206,5,11772.9409,9.23,CO,444
275983,0.0283,4,2677.1937,NA,CT,629
275984,0.0283,4,2677.1937,NA,CT,629
212336,0.0426,4,4868.965,8.38,RB,702
276755,0.0338,5,15120.6411,11.6,RB,688
301792,0,5,11987.4751,15,CO,442
301792,0.0179,5,11987.4751,15,CO,442
301797,0,5,11987.4751,15,PK,442
301797,0.0179,5,11987.4751,15,PK,442
261687,0.0163,5,10947.7384,10.04,CT,449
261687,0.0049,5,10947.7384,10.04,CT,449
261692,0.0083,5,10947.7384,10.04,CO,452
261692,0.0049,5,10947.7384,10.04,CO,452
275969,0,3,792.2954,5.9,CO,465
275958,0.1165,3,137.3397,1.45,CT,732
213511,0,2,386.0157,0.6,CO,457
213511,0,2,386.0157,0.6,CO,457
212320,0.0876,1,NA,NA,CT,677
275966,0.0271,3,452.5522,3.72,CT,700
192478,0,8,942133.2254,28.26,ST,418
275974,0,1,NA,NA,CT,701
213486,0.0161,3,908.2235,1.6,CO,473
302409,0.0488,5,2328.2604,9,DV,920
271531,0.0063,5,5467.7402,10.38,DV,893
212220,0.0224,5,5518.5872,12.1,DV,889
271532,0.0425,4,885.8806,6.7,DV,866
302408,0.1215,4,885.8806,6.7,DV,892
234655,0.0296,5,11459.4872,12.32,CO,594
234655,0.0192,5,11459.4872,12.32,CO,594
306026,0,2,501.5151,NA,RB,466
306027,0,2,501.5151,NA,CT,466
302393,0.0026,6,99949.7877,17.14,RB,424
302393,0.0056,6,99949.7877,17.14,RB,424
302394,0.0026,6,99949.7877,17.14,ST,424
302394,0.0056,6,99949.7877,17.14,ST,424
234926,0,6,93411.3879,16.84,ST,471
234926,0.0058,6,93411.3879,16.84,ST,471
302403,0.0185,5,15203.3001,11.67,RB,508
302400,0.0053,5,15502.8888,11.7,PK,479
302400,0.0168,5,15502.8888,11.7,PK,479
302401,0.0053,5,15502.8888,11.7,RB,479
302401,0.0168,5,15502.8888,11.7,RB,479
234916,0.01,6,93225.3474,16.83,CO,479
192573,0.0176,3,2275.4905,1.91,RB,334
234667,0,6,77591.9319,15.89,ST,479
234667,0,6,77591.9319,15.89,ST,479
325159,0,6,77591.9319,15.89,ST,479
325159,0,6,77591.9319,15.89,ST,479
302379,0.0113,7,125222.6757,25,CH,406
302374,0.0083,7,127499.8376,18.74,DV,366
302374,0.0074,7,127499.8376,18.74,DV,366
5494,0.024,1,NA,NA,RB,404
319627,0.024,1,NA,NA,RB,404
322643,0.024,1,NA,NA,RB,404
323937,0.024,1,NA,NA,RB,404
324321,0.024,1,NA,NA,RB,404
325549,0.024,1,NA,NA,RB,404
327599,0.024,1,NA,NA,RB,404
334239,0.024,1,NA,NA,RB,404
334372,0.024,1,NA,NA,RB,404
345638,0.024,1,NA,NA,RB,404
348123,0.024,1,NA,NA,RB,404
352038,0.024,1,NA,NA,RB,404
372581,0.024,1,NA,NA,RB,404
374389,0.024,1,NA,NA,RB,404
