aggregated_crossings_id,stream_crossing_id,dam_id,misc_barrier_anthropogenic_id,modelled_crossing_id,crossing_source,pscis_status,crossing_type_code,crossing_subtype_code,modelled_crossing_type_source,barrier_status,pscis_road_name,transport_line_structured_name_1,transport_line_type_description,transport_line_surface_description,ften_forest_file_id,ften_file_type_description,ften_client_number,ften_client_name,ften_life_cycle_status_code,rail_track_name,rail_owner_name,rail_operator_english_name,ogc_proponent,dam_name,dam_owner,wcrp_barrier_type,utm_zone,utm_easting,utm_northing,linear_feature_id,blue_line_key,downstream_route_measure,wscode_ltree,localcode_ltree,watershed_group_code,dnstr_crossings,dnstr_barriers_anthropogenic,upstr_barriers_anthropogenic,stream_order,stream_magnitude,gradient,accessibility_model_salmon,accessibility_model_steelhead,accessibility_model_wct,observedspp_dnstr,observedspp_upstr,watershed_upstr_ha,total_network_km,total_stream_km,total_lakereservoir_ha,total_wetland_ha,total_slopeclass03_waterbodies_km,total_slopeclass03_km,total_slopeclass05_km,total_slopeclass08_km,total_slopeclass15_km,total_slopeclass22_km,total_slopeclass30_km,total_belowupstrbarriers_network_km,total_belowupstrbarriers_stream_km,total_belowupstrbarriers_lakereservoir_ha,total_belowupstrbarriers_wetland_ha,total_belowupstrbarriers_slopeclass03_waterbodies_km,total_belowupstrbarriers_slopeclass03_km,total_belowupstrbarriers_slopeclass05_km,total_belowupstrbarriers_slopeclass08_km,total_belowupstrbarriers_slopeclass15_km,total_belowupstrbarriers_slopeclass22_km,total_belowupstrbarriers_slopeclass30_km,salmon_network_km,salmon_stream_km,salmon_lakereservoir_ha,salmon_wetland_ha,salmon_slopeclass03_waterbodies_km,salmon_slopeclass03_km,salmon_slopeclass05_km,salmon_slopeclass08_km,salmon_slopeclass15_km,salmon_slopeclass22_km,salmon_slopeclass30_km,salmon_belowupstrbarriers_network_km,salmon_belowupstrbarriers_stream_km,salmon_belowupstrbarriers_lakereservoir_ha,salmon_belowupstrbarriers_wetland_ha,salmon_belowupstrbarriers_slopeclass03_waterbodies_km,salmon_belowupstrbarriers_slopeclass03_km,salmon_belowupstrbarriers_slopeclass05_km,salmon_belowupstrbarriers_slopeclass08_km,salmon_belowupstrbarriers_slopeclass15_km,salmon_belowupstrbarriers_slopeclass22_km,salmon_belowupstrbarriers_slopeclass30_km,steelhead_network_km,steelhead_stream_km,steelhead_lakereservoir_ha,steelhead_wetland_ha,steelhead_slopeclass03_waterbodies_km,steelhead_slopeclass03_km,steelhead_slopeclass05_km,steelhead_slopeclass08_km,steelhead_slopeclass15_km,steelhead_slopeclass22_km,steelhead_slopeclass30_km,steelhead_belowupstrbarriers_network_km,steelhead_belowupstrbarriers_stream_km,steelhead_belowupstrbarriers_lakereservoir_ha,steelhead_belowupstrbarriers_wetland_ha,steelhead_belowupstrbarriers_slopeclass03_waterbodies_km,steelhead_belowupstrbarriers_slopeclass03_km,steelhead_belowupstrbarriers_slopeclass05_km,steelhead_belowupstrbarriers_slopeclass08_km,steelhead_belowupstrbarriers_slopeclass15_km,steelhead_belowupstrbarriers_slopeclass22_km,steelhead_belowupstrbarriers_slopeclass30_km,wct_network_km,wct_stream_km,wct_lakereservoir_ha,wct_wetland_ha,wct_slopeclass03_waterbodies_km,wct_slopeclass03_km,wct_slopeclass05_km,wct_slopeclass08_km,wct_slopeclass15_km,wct_slopeclass22_km,wct_slopeclass30_km,wct_belowupstrbarriers_network_km,wct_belowupstrbarriers_stream_km,wct_belowupstrbarriers_lakereservoir_ha,wct_belowupstrbarriers_wetland_ha,wct_belowupstrbarriers_slopeclass03_waterbodies_km,wct_belowupstrbarriers_slopeclass03_km,wct_belowupstrbarriers_slopeclass05_km,wct_belowupstrbarriers_slopeclass08_km,wct_belowupstrbarriers_slopeclass15_km,wct_belowupstrbarriers_slopeclass22_km,wct_belowupstrbarriers_slopeclass30_km,ch_spawning_km,ch_rearing_km,ch_spawning_belowupstrbarriers_km,ch_rearing_belowupstrbarriers_km,co_spawning_km,co_rearing_km,co_rearing_ha,co_spawning_belowupstrbarriers_km,co_rearing_belowupstrbarriers_km,co_rearing_belowupstrbarriers_ha,sk_spawning_km,sk_rearing_km,sk_rearing_ha,sk_spawning_belowupstrbarriers_km,sk_rearing_belowupstrbarriers_km,sk_rearing_belowupstrbarriers_ha,st_spawning_km,st_rearing_km,st_spawning_belowupstrbarriers_km,st_rearing_belowupstrbarriers_km,all_spawning_km,all_spawning_belowupstrbarriers_km,all_rearing_km,all_rearing_belowupstrbarriers_km,all_spawningrearing_km,all_spawningrearing_belowupstrbarriers_km,dbm_mof_50k_grid,dnstr_barriers_anthropogenic_count,external_crossing_reference,stream_name,road_name,barrier_result_code,downstream_channel_width,habitat_value_code,consultant_name,image_view_url,my_text,my_priority,my_stream_name,my_road_name,modelled_crossing_id_corr,structure,notes,reviewer,misc_point_id,geom,long,lat
1014001467,NA,NA,NA,14001467,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road unclassified,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6011273,605018,139025095,360331494,340.10788769836415,400.431358.585806.558169.132731.171864,400.431358.585806.558169.132731.171864,MORR,"{1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014001298,1014000378}",1,1,0.0578,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,NA,NA,1.57,1.57,NA,NA,0,0.59,0,0.98,0,0,0,0.44,0.44,0,0,0,0,0,0.44,0,0,0,1.57,1.57,NA,NA,0,0.59,0,0.98,0,0,0,0.44,0.44,0,0,0,0,0,0.44,0,0,0,1.57,1.57,NA,NA,0,0.59,0,0.98,0,0,0,0.44,0.44,0,0,NA,0,0,0.44,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,143,"c(909717.229758988, 1027132.43365935)",909717.229758988,1027132.4336593462
1014001048,NA,NA,NA,14001048,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road resource,loose,R07593,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6011470,598817,139024681,360694719,2597.471503548705,400.431358.585806.558169.005657.271238.089012,400.431358.585806.558169.005657.271238.089012,MORR,"{1014000965,1014001225,1024715936,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014001049,1014001050,1014001307}",1,1,0.0406,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,{DV},NA,NA,3.25,1.99,6.19,5.8,1.23,0.27,0.98,0.34,0.44,0,0,0.65,0.66,0,0,0,0,0.57,0,0.09,0,0,0.57,0.57,NA,NA,0,0,0.57,0,0,0,0,0.57,0.57,0,0,0,0,0.57,0,0,0,0,3.25,1.99,6.19,5.8,1.23,0.27,0.98,0.34,0.44,0,0,0.65,0.66,0,0,NA,0,0.57,0,0.09,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,144,"c(903545.258263459, 1027592.30068676)",903545.2582634594,1027592.3006867598
1014000507,NA,NA,NA,14000507,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road resource,loose,R07593,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6009679,593237,139026591,360724646,1579.8907806425223,400.431358.585806.558169.005657.383788,400.431358.585806.558169.005657.383788,MORR,"{1024715936,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,{1014001650},1,1,0.0257,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,"{CAS,CO,CT,LKC}",NA,NA,3.08,2.87,0.45,4.93,0.09,0.83,0.13,0.13,0.71,1.2,0,1.12,1,0,4.93,0,0.83,0.13,0.13,0.04,0,0,1.08,0.95,0,4.93,0,0.83,0.13,0.13,0,0,0,1.08,0.95,0,4.93,0,0.83,0.13,0.13,0,0,0,1.15,1.02,0,4.93,0,0.83,0.13,0.13,0.06,0,0,1.13,1,0,4.93,NA,0.83,0.13,0.13,0.04,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low gradient with wetlands upstream and CO,CT and others downstream.",mod,NA,NA,NA,NA,NA,airvine,145,"c(897908.688085502, 1026034.83332535)",897908.6880855021,1026034.8333253529
1014000611,NA,NA,NA,14000611,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road resource,loose,R04078,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6001315,588170,139034479,360863995,945.4869909267902,400.431358.585806.558169.005657.647550,400.431358.585806.558169.005657.647550.017725,MORR,"{1024715936,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,NA,3,12,0.0672,NA,NA,NA,NA,NA,406.0515,10.53,10.48,0.21,0,0.05,0.02,0,0.25,1.48,2.58,1.08,10.53,10.48,0.21,0,0.05,0.02,0,0.25,1.48,2.58,1.08,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,146,"c(892503.612332998, 1017868.0698166)",892503.6123329984,1017868.0698165975
1014000449,NA,NA,NA,14000449,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road resource,loose,4656,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5988110,601041,139046682,360478959,280.5831274064679,400.431358.585806.708951.172247.261356,400.431358.585806.708951.172247.261356,MORR,"{1024715929,1024715937,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,{1014000045},1,1,0.092,NA,POTENTIALLY ACCESSIBLE,NA,NA,NA,NA,1.24,1.24,NA,NA,0,0,0,0,1.13,0.11,0,0.7,0.7,0,0,0,0,0,0,0.7,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,1.13,NA,NA,0,0,0,0,1.13,0,0,0.7,0.7,0,0,NA,0,0,0,0.7,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,147,"c(904771.937411742, 1004088.7389371)",904771.9374117422,1004088.7389370956
1014000035,NA,NA,NA,14000035,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road unclassified,rough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5995058,617007,139040776,360527487,1747.3855457763723,400.431358.585806.405041.479584.316556,400.431358.585806.405041.479584.316556,MORR,"{1014000719,1024715938,1024715943,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,{1014001783},1,1,0.1162,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,"{CAS,CT,LSU,PCC,RB,RSC,SU}",NA,NA,1.58,1.28,0.37,0.99,0.3,0.53,0.06,0,0.7,0,0,0.94,0.75,0,0.99,0.18,0,0.06,0,0.7,0,0,0.27,0.27,NA,NA,0,0,0,0,0.27,0,0,0.27,0.27,0,0,0,0,0,0,0.27,0,0,1.58,1.28,0.37,0.99,0.3,0.53,0.06,0,0.7,0,0,0.94,0.75,0,0.99,NA,0,0.06,0,0.7,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,148,"c(920978.368262828, 1010374.51034885)",920978.3682628277,1010374.5103488531
1014000941,NA,NA,NA,14000941,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,Crystal Creek FSR,Road resource demographic,unknown,9785,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6006333,598155,139029567,360884066,3977.386678359902,400.431358.585806.558169.005657.245562,400.431358.585806.558169.005657.245562.487696,MORR,"{1014000725,1024715936,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014001422,1014001421,1014001277,1014001729,1014001619,1014001420,1014001597,1014001419,1014001463}",2,4,0.0126,NA,POTENTIALLY ACCESSIBLE,NA,"{CO,CT,DV}","{CT,DV}",349.2605,6.42,6.42,NA,NA,0,0.01,0.06,2.93,2.61,0.41,0.23,1.4,1.4,0,0,0,0.01,0,1.24,0.14,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,5.75,NA,NA,0,0.01,0.03,2.93,2.61,0.16,0,1.4,1.4,0,0,NA,0.01,0,1.24,0.14,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,150,"c(902668.309828895, 1022472.75050071)",902668.3098288955,1022472.7505007058
1014000652,NA,NA,NA,14000652,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road resource,loose,R05235,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6003627,599853,139033425,360789048,681.0756007788384,400.431358.585806.558169.005657.167384.294541.092960,400.431358.585806.558169.005657.167384.294541.092960,MORR,"{1014000937,1024715936,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,{1014000734},1,1,0.0719,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,"{DV,SST}",NA,NA,1.44,1.24,0,1.52,0,0.37,0.13,0.79,0.15,0,0,0.95,0.87,0,0.35,0,0,0,0.79,0.15,0,0,1.44,1.24,0,1.52,0,0.37,0.13,0.79,0.15,0,0,0.95,0.87,0,0.35,0,0,0,0.79,0.15,0,0,1.44,1.24,0,1.52,0,0.37,0.13,0.79,0.15,0,0,0.95,0.87,0,0.35,NA,0,0,0.79,0.15,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,151,"c(904245.568112535, 1019689.00976839)",904245.5681125349,1019689.009768391
1014000870,NA,NA,NA,14000870,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road resource,loose,R09028,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5998107,600815,139037511,360548847,1266.6626840657743,400.431358.585806.690872,400.431358.585806.690872,MORR,"{1024715937,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,NA,3,4,0.0531,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,{DV},372.8838,8.83,7.59,0,9.61,0.86,0.33,0.33,0.3,2.6,1.72,0.96,8.83,7.59,0,9.61,0.86,0.33,0.33,0.3,2.6,1.72,0.96,0.06,0.06,NA,NA,0,0,0,0.06,0,0,0,0.06,0.06,NA,NA,0,0,0,0.06,0,0,0,0.74,0.74,NA,NA,0,0,0,0.06,0.55,0.13,0,0.74,0.74,NA,NA,NA,0,0,0.06,0.55,0.13,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,152,"c(904969.754061637, 1014116.59212885)",904969.7540616366,1014116.5921288542
1014001295,NA,NA,NA,14001295,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road resource,loose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5997657,607678,139039160,360765295,1864.7821411303785,400.431358.585806.637722.223589,400.431358.585806.637722.223589.096271,MORR,"{1014000541,1024715937,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014000878,1014001743}",1,1,0.0209,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,{NSC},NA,4.41,3.06,23.38,5.4,0.78,0.61,0,2.45,0,0,0,0.42,0.42,0,0,0,0.42,0,0,0,0,0,4.41,3.06,23.38,5.4,0.78,0.61,0,2.45,0,0,0,0.42,0.42,0,0,0,0.42,0,0,0,0,0,4.41,3.06,23.38,5.4,0.78,0.61,0,2.45,0,0,0,0.42,0.42,0,0,NA,0.42,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,154,"c(911790.930352273, 1013374.88972088)",911790.9303522734,1013374.8897208812
1014000576,NA,NA,NA,14000576,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road unclassified,rough,R06951,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5984669,602437,139049816,360813554,1837.8804422112366,400.431358.585806.708951.231411,400.431358.585806.708951.231411.229593,MORR,"{1024715929,1024715937,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,{1014001009},2,4,0.0521,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,{DV},572.8588,8.94,8.4,0.32,2.11,0.46,0.18,0.89,2.56,2.72,0.96,0.68,7.59,7.41,0.32,0.3,0.1,0,0.08,2.56,2.72,0.96,0.68,0.04,0.04,NA,NA,0,0,0,0.04,0,0,0,0.04,0.04,0,0,0,0,0,0.04,0,0,0,3.44,3.08,0,1.81,0.36,0.18,0.81,1.74,0.24,0.11,0,2.09,2.09,0,0,NA,0,0,1.74,0.24,0.11,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,155,"c(906017.140787056, 1000581.75061279)",906017.1407870564,1000581.7506127881
1014000247,NA,NA,NA,14000247,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,Chisholm FSR,Road resource demographic,rough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6010120,637917,139027575,360554864,408.7317355703969,400.431358.585806.287678,400.431358.585806.287678,MORR,"{1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,{1014000686},1,1,0.0214,NA,POTENTIALLY ACCESSIBLE,NA,NA,NA,NA,1.57,1.07,0,4.64,0.5,0.12,0,0.94,0,0,0,0.06,0.06,0,0,0,0.06,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,1.07,0,4.64,0.5,0.12,0,0.94,0,0,0,0.06,0.06,0,0,NA,0.06,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,157,"c(942455.068975395, 1024579.49891948)",942455.0689753947,1024579.4989194821
1014000219,NA,NA,NA,14000219,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road unclassified,rough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6014846,635697,139023368,360798659,1906.7472269626144,400.431358.585806.190109.107844,400.431358.585806.190109.107844.324335,MORR,"{1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014001513,1014001408,1014001339,1014000693,1014001618}",2,2,0.1218,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,{DV},NA,345.3936,4.66,4.48,0,2.67,0.19,0.94,1.46,1.65,0.16,0.13,0,0.13,0.13,0,0,0,0,0,0,0.13,0,0,4.37,4.18,0,2.67,0.19,0.94,1.46,1.65,0.13,0,0,0.13,0.13,0,0,0,0,0,0,0.13,0,0,4.39,4.21,0,2.67,0.19,0.94,1.46,1.65,0.16,0,0,0.13,0.13,0,0,NA,0,0,0,0.13,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,159,"c(940443.233034831, 1029409.41653108)",940443.2330348309,1029409.4165310807
1014001156,NA,NA,NA,14001156,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road resource,loose,R05231,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6009742,629268,139027323,360619354,405.6155428221095,400.431358.585806.366398.252346,400.431358.585806.366398.252346,MORR,"{1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,{1014000703},1,1,0.0909,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,NA,NA,1.39,1.39,NA,NA,0,0,0,1.16,0.23,0,0,0.23,0.23,0,0,0,0,0,0,0.23,0,0,1.39,1.39,NA,NA,0,0,0,1.16,0.23,0,0,0.23,0.23,0,0,0,0,0,0,0.23,0,0,1.39,1.39,NA,NA,0,0,0,1.16,0.23,0,0,0.23,0.23,0,0,NA,0,0,0,0.23,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,airvine,160,"c(933819.993211536, 1024568.37043762)",933819.9932115355,1024568.3704376235
1014000854,NA,NA,NA,14000854,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road resource,loose,R07549,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6020813,636732,139016985,360746556,1124.307779969006,400.431358.585806.131357.431650.013196,400.431358.585806.131357.431650.013196,MORR,"{1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014000574,1014000572,1014000573}",2,3,0.03,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,NA,124.9834,4.51,2.74,0.32,28.2,1.74,0.93,1.8,0.03,0,0,0,2.93,1.59,0,25.83,1.31,0.55,1.03,0.03,0,0,0,4.51,2.74,0.32,28.2,1.74,0.93,1.8,0.03,0,0,0,2.93,1.59,0,25.83,1.31,0.55,1.03,0.03,0,0,0,4.51,2.74,0.32,28.2,1.74,0.93,1.8,0.03,0,0,0,2.93,1.59,0,25.83,NA,0.55,1.03,0.03,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tagged intermittent.,low,NA,NA,NA,NA,NA,airvine,158,"c(941727.890072174, 1035344.70039527)",941727.8900721736,1035344.7003952651
