date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone.x,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,stream_width_ratio,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,stream_width_ratio_score,final_score,barrier_result,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,geometry,misc_point_id,digital_road_atlas_line_id,highway_route_number,road_class,road_name_full,road_surface,trim_transportation_lines_id,ften_road_segment_line_id,forest_file_id,road_section_id,road_responsibility_type_code,retirement_date,file_status_code,file_type_code,file_type_description,client_number,client_name,life_cycle_status_code,map_label,og_road_segment_permit_id,og_petrlm_dev_rd_pre06_pub_id,track_segment_id,track_name,track_classification,use_type,gauge,status,operator_english_name,owner_name,fcode,fcode_label,utm_zone.y,utm_easting,utm_northing,distance,crossing_id,geom_modelled_crossing,admin_area_abbreviation,map_tile_display_name,client_name_abb,my_road_tenure,aggregated_crossings_id,stream_crossing_id,dam_id,modelled_crossing_id,crossing_source,crossing_type,crossing_name,barrier_status,linear_feature_id,blue_line_key,downstream_route_measure,wscode_ltree,localcode_ltree,watershed_group_code,geom,dnstr_crossings,dnstr_barriers_anthropogenic,observedspp_dnstr,observedspp_upstr,stream_order,stream_magnitude,gradient,watershed_upstr_ha,total_network_km,total_stream_km,total_lakereservoir_ha,total_wetland_ha,total_slopeclass03_waterbodies_km,total_slopeclass03_km,total_slopeclass05_km,total_slopeclass08_km,total_slopeclass15_km,total_slopeclass22_km,total_slopeclass30_km,total_belowupstrbarriers_network_km,total_belowupstrbarriers_stream_km,total_belowupstrbarriers_lakereservoir_ha,total_belowupstrbarriers_wetland_ha,total_belowupstrbarriers_slopeclass03_waterbodies_km,total_belowupstrbarriers_slopeclass03_km,total_belowupstrbarriers_slopeclass05_km,total_belowupstrbarriers_slopeclass08_km,total_belowupstrbarriers_slopeclass15_km,total_belowupstrbarriers_slopeclass22_km,total_belowupstrbarriers_slopeclass30_km,salmon_network_km,salmon_stream_km,salmon_lakereservoir_ha,salmon_wetland_ha,salmon_slopeclass03_waterbodies_km,salmon_slopeclass03_km,salmon_slopeclass05_km,salmon_slopeclass08_km,salmon_slopeclass15_km,salmon_slopeclass22_km,salmon_slopeclass30_km,salmon_belowupstrbarriers_network_km,salmon_belowupstrbarriers_stream_km,salmon_belowupstrbarriers_lakereservoir_ha,salmon_belowupstrbarriers_wetland_ha,salmon_belowupstrbarriers_slopeclass03_waterbodies_km,salmon_belowupstrbarriers_slopeclass03_km,salmon_belowupstrbarriers_slopeclass05_km,salmon_belowupstrbarriers_slopeclass08_km,salmon_belowupstrbarriers_slopeclass15_km,salmon_belowupstrbarriers_slopeclass22_km,salmon_belowupstrbarriers_slopeclass30_km,steelhead_network_km,steelhead_stream_km,steelhead_lakereservoir_ha,steelhead_wetland_ha,steelhead_slopeclass03_waterbodies_km,steelhead_slopeclass03_km,steelhead_slopeclass05_km,steelhead_slopeclass08_km,steelhead_slopeclass15_km,steelhead_slopeclass22_km,steelhead_slopeclass30_km,steelhead_belowupstrbarriers_network_km,steelhead_belowupstrbarriers_stream_km,steelhead_belowupstrbarriers_lakereservoir_ha,steelhead_belowupstrbarriers_wetland_ha,steelhead_belowupstrbarriers_slopeclass03_waterbodies_km,steelhead_belowupstrbarriers_slopeclass03_km,steelhead_belowupstrbarriers_slopeclass05_km,steelhead_belowupstrbarriers_slopeclass08_km,steelhead_belowupstrbarriers_slopeclass15_km,steelhead_belowupstrbarriers_slopeclass22_km,steelhead_belowupstrbarriers_slopeclass30_km,wct_network_km,wct_stream_km,wct_lakereservoir_ha,wct_wetland_ha,wct_slopeclass03_waterbodies_km,wct_slopeclass03_km,wct_slopeclass05_km,wct_slopeclass08_km,wct_slopeclass15_km,wct_slopeclass22_km,wct_slopeclass30_km,wct_belowupstrbarriers_network_km,wct_belowupstrbarriers_stream_km,wct_belowupstrbarriers_lakereservoir_ha,wct_belowupstrbarriers_wetland_ha,wct_belowupstrbarriers_slopeclass03_waterbodies_km,wct_belowupstrbarriers_slopeclass03_km,wct_belowupstrbarriers_slopeclass05_km,wct_belowupstrbarriers_slopeclass08_km,wct_belowupstrbarriers_slopeclass15_km,wct_belowupstrbarriers_slopeclass22_km,wct_belowupstrbarriers_slopeclass30_km
2020-08-28,NA,1800213,"KP, AI",9,670240.817805527,6044772.32944654,Johnny David Creek,Highway 16,NA,MoTi highway,Round Culvert,1.75,25,No,NA,No,No,NA,3,0,1.35,Yes,2,6.3,5.5,No,Yes,Deep Fill,High,3.6,3,10,0,5,6,24,Barrier,Replace with New Open Bottom Structure,12.6,Habitat confirmation and sampling completed.,pscis_phase1.xlsm,"c(976135.697596763, 1057922.77196621)",24,346847,16,highway,Hwy 16 E,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,670240.8178055275,6044772.329446544,1.245261050658014e-4,1800213,0101000020BD0B00002DF42A650FCA2D41706B97C582243041,MoTi,093L.115,NA,MoTi highway,3388,NA,NA,1800213,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17075072,360866287,1027.5992145439777,400.431358.763808,400.431358.763808,BULK,0101000020BD0B0000E66618650FCA2D414D1D7EC582243041,"{20918,20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,"{CH,CO,CT,DV,RB,ST}",{RB},4,58,0.0269,4351.6778,88.49,81.51,0,90.8,6.98,34.64,28.62,13.5,3.21,1.42,0,5.08,5.09,0,0,0,2.21,2.03,0.75,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.39,78.4,0,90.8,6.98,34.64,28.62,11.82,2.75,0.58,0,5.09,5.08,0,0,NA,2.21,2.03,0.75,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-28,NA,1801069,"KP, AI",9,660454.320605913,6037919.07396583,Barren Creek,Highway 16,NA,MoTi highway,Round Culvert,2.5,15,Yes,1.9,Yes,No,NA,1,0,0,No,2,4.7,1.8,Yes,No,Deep Fill,High,1.9,3,0,0,5,6,14,Passable,NA,NA,Habitat confirmation completed.,pscis_phase1.xlsm,"c(966093.003590654, 1051474.00815115)",25,189955,16,highway,Hwy 16 E,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,660454.3206059132,6037919.073965825,1.245327957676189e-4,1800076,0101000020BD0B0000D22BD6019A7B2D4122090E02520B3041,MoTi,093L.114,NA,MoTi highway,3305,NA,NA,1800076,MODELLED_CROSSINGS,OBS,NA,PASSABLE,17086160,360869846,133.35765788344318,400.431358.694148,400.431358.694148,BULK,0101000020BD0B0000B6BFE3019A7B2D419BC40D02520B3041,"{20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,"{CH,CO,CT,RB,ST}","{CH,CO,CT,L,RB,SST,ST}",4,37,0.0133,2453.4196,46.49,42.99,0,11.36,3.5,7.17,9.98,12.34,8.54,3.01,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.76,38.26,0,11.36,3.5,6.57,9.98,11.94,7.81,1.97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-28,NA,1800076,"AI, KP",9,660627,6037843,Barren Creek,CN Railway,NA,Canadian National,Round Culvert,0.9,25,Yes,0.3,Yes,Yes,10,2,0,0.4,No,1,3.5,3,No,No,Deep Fill,High,3.9,3,0,0,5,6,14,Passable,NA,NA,Date on structure is 1934.  Two pipes presetn but only one of two pipes functional at time of survey.  Functonal pipe is apparently collapsing.  Oxidized ooze at outlet of eastern dewatered pipe.,pscis_phase1.xlsm,"c(966261.835024505, 1051390.42412536)",26,189955,16,highway,Hwy 16 E,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,660454.3206059132,6037919.073965825,188.38875445769352,1800076,0101000020BD0B0000D22BD6019A7B2D4122090E02520B3041,MoTi,093L.114,NA,Unknown,3305,NA,NA,1800076,MODELLED_CROSSINGS,OBS,NA,PASSABLE,17086160,360869846,133.35765788344318,400.431358.694148,400.431358.694148,BULK,0101000020BD0B0000B6BFE3019A7B2D419BC40D02520B3041,"{20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,"{CH,CO,CT,RB,ST}","{CH,CO,CT,L,RB,SST,ST}",4,37,0.0133,2453.4196,46.49,42.99,0,11.36,3.5,7.17,9.98,12.34,8.54,3.01,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.76,38.26,0,11.36,3.5,6.57,9.98,11.94,7.81,1.97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-29,NA,2020083101,"AI, KP",9,628108,6059632,Helps Creek,CN Railway,NA,Canadian National,Round Culvert,2,22,Yes,0.15,Yes,Yes,100,1,0,0.3,No,0,6,0,Yes,No,Deep Fill,High,3,3,5,0,0,6,14,Passable,NA,NA,Passable and fully backwatered structure.  Landowner reports that lamprey (~40cm x 20) at crossing inside of the culvert in the past.,pscis_phase1.xlsm,"c(934783.486674322, 1074609.41349411)",27,347112,16,highway,Hwy 16 E,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,628033.1751705426,6060538.2653197115,912.0116238423724,1800275,0101000020BD0B000022A60EFDB6862C411589F1B640693041,MoTi,093L.118,NA,Unknown,1067,58158,NA,1800275,ASSESSED,ROUND,Highway 16,BARRIER,17048346,360685108,587,400.431358.427289,400.431358.427289,BULK,0101000020BD0B000063FBE943BF862C41FFE5332043693041,"{1068,20839,20845,20883,20864,20882}",{1068},"{CO,RB}","{CO,RB}",3,10,0.0416,1590.9526,23.5,19.73,0,18.27,3.77,5.31,7.64,3.49,2.67,0.33,0.29,0.29,0.29,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,9.58,0,0,0.32,3.14,3.3,1.93,0.87,0.33,0,0.3,0.3,0,0,NA,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-31,NA,1805606,"KP, AI",9,631091.975194724,6055866.47529421,Moan Creek,CN Railway,NA,Canadian National,Round Culvert,2.5,17,No,NA,No,No,NA,0.8,0.58,0.57,No,4,3.8,4.5,No,No,Deep Fill,High,1.5,3,10,10,10,6,39,Barrier,Replace with New Open Bottom Structure,10,Approximately 17m from the outlet to the Bulkley River.,pscis_phase1.xlsm,"c(937596.909104517, 1070709.00511238)",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbb117d0bc894b98b42ae92822a48c24,None,Main,Freight and Passenger,Standard,Operational,Canadian National,Canadian National,NA,NA,9,631091.9751947238,6055866.475294213,1.245523538420235e-4,1805606,0101000020BD0B000055A475D1F99C2C41DEE2460175563041,MoTi,093L.118,NA,Canadian National,7035,NA,NA,1805606,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17054505,360884501,75.41435857829524,400.431358.450642,400.431358.450642,BULK,0101000020BD0B00003105AED1F99C2C412A27510175563041,"{20839,20845,20883,20864,20882}",NA,NA,"{CT,DV,RB}",3,10,0.0424,1488.6874,22.91,21.71,0,15.16,1.1,1.01,2.61,7.83,8.89,0.26,0.13,0.46,0.47,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,9.68,0,0,0,0.64,2.39,4.6,1.88,0.17,0,0.46,0.46,0,0,NA,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-31,NA,1805608,"KP, AI",9,634336,6054609,Coffin Creek,CN Railway,NA,Canadian National,Round Culvert,3,15,No,NA,No,No,NA,0.8,0.27,0.47,No,2,5.3,2,No,No,Deep Fill,High,1.8,3,10,5,5,6,29,Barrier,Replace with New Open Bottom Structure,10.6,CN crossing has had Newbury riffles constructed to decrease the size of the outlet drop but drop still present. Abundant gravels suitable for spawning chinook and coho present. Some deep pools available for fry/parr overwintering.,pscis_phase1.xlsm,"c(940776.192661414, 1069310.66681726)",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fbb117d0bc894b98b42ae92822a48c24,None,Main,Freight and Passenger,Standard,Operational,Canadian National,Canadian National,NA,NA,9,634345.7658019703,6054612.942195483,10.511405391117894,1805608,0101000020BD0B00007A4E442FE4B52C412E994F3302513041,MoTi,093L.118,NA,Canadian National,7037,NA,NA,1805608,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17059489,360884015,300.60145356374755,400.431358.464077,400.431358.464077,BULK,0101000020BD0B00002E3B152FE4B52C416E60223302513041,"{20839,20845,20883,20864,20882}",NA,NA,"{CO,CSU,CT,DV,LKC,LSU,MW,RB,RSC}",5,73,0.0119,4521.6705,109.63,101.51,0,133.31,7.83,16.36,11.3,17.69,28.77,12.43,6.74,0.03,0.03,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.12,32.03,0,116.12,5.92,11.34,4.27,8.16,6.68,1.76,0,0.04,0.04,0,0,NA,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-09-05,NA,14000079,"AI, KP",9,650567.010991321,5993273.97685731,Riddeck Creek,Private,NA,unclassified,Round Culvert,1.25,6,No,NA,No,No,NA,0.3,0.45,0.7,No,2,2.6,4,No,Yes,Deep Fill,High,2.1,0,10,10,5,6,31,Barrier,Replace with New Open Bottom Structure,10,Extensive rearing habitat and gravels suitable for spawning.  Stream eventually flows into top end of Owen Lake.,pscis_phase1.xlsm,"c(954347.374387007, 1007162.82800998)",30,454113,NA,unclassified,NA,rough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,650567.0109913207,5993273.97685731,1.2451170072649931e-4,14000079,0101000020BD0B0000532DAFBFD61F2D41759CE0A775BC2E41,MoTi,093L.104,NA,MoTi unclassified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-24,123794,NA,"AI, KP",9,616100.00022186,6106762.99889178,Tributary to Blunt Creek,Blunt Creek FSR,19.6,NA,Round Culvert,0.9,13,No,NA,No,No,NA,0.75,0.25,0.43,No,5,1.73,5,No,No,Deep Fill,Medium,1.9,0,10,5,10,6,31,Barrier,Replace Structure with Streambed Simulation CBS,5,Smaller stream with good flow.  Salmon points noted in adjacent stream. Recommend sampling upstream and downstream and habitat assessment of stream at associated PSCIS crossing 123785.,pscis_phase2.xlsm,"c(924825.636822494, 1122348.7519571)",31,1135247,NA,resource,Blunt Creek FSR,loose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,616108.0899826335,6106762.970364013,8.070034171781732,1802384,0101000020BD0B00007B8E756543392C419F2AA1602C203141,MoTi,093M.103,NA,MoTi resource,1915,123794,NA,1802384,ASSESSED,ROUND,Blunt Creek FSR,BARRIER,17023990,360715283,667,400.431358.079962.441999.443832.677294.095277.187251.279058,400.431358.079962.441999.443832.677294.095277.187251.279058.161086,BULK,0101000020BD0B00005DACE4BB42392C4142ADAF142B203141,"{20851,20850,20861,20902,20882}",NA,NA,{DV},2,2,0.1012,90.2995,2.39,1.81,0,3.1,0.3,0,0,0.53,1.53,0,0,1.48,1.36,0,1.33,0.03,0,0,0.19,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,1.67,0,1.77,0.27,0,0,0.34,1.53,0,0,1.22,1.22,0,0,NA,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-24,123795,NA,"AI, KP",9,615759.999863672,6106891.99984096,Tributary to Blunt Creek,Blunt Creek FSR,19.3,NA,Round Culvert,0.9,15,No,NA,No,No,NA,0.75,0.17,0.05,No,1,1.42,3.7,No,No,Deep Fill,Medium,1.6,3,10,5,5,6,29,Barrier,Replace with New Open Bottom Structure,5,Smaller stream with good flow.  Salmon point (juvenile) noted upstream. Recommend sampling upstream and downstream and habitat assessment of stream at associated PSCIS crossing 123785.,pscis_phase2.xlsm,"c(924492.286875246, 1122492.54547043)",32,1135247,NA,resource,Blunt Creek FSR,loose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,615831.5715576361,6106863.198137604,77.02625389892562,1802385,0101000020BD0B0000F33DD8C624372C4157735EA09C203141,MoTi,093M.103,NA,MoTi resource,1916,123795,NA,1802385,ASSESSED,ROUND,Blunt Creek FSR,BARRIER,17023775,360785152,484,400.431358.079962.441999.443832.677294.095277.187251.279058.161086,400.431358.079962.441999.443832.677294.095277.187251.279058.161086,BULK,0101000020BD0B0000DECA1EA7D0362C4197F5461884203141,"{20851,20850,20861,20902,20882}",NA,NA,{SA},1,1,0.0411,NA,1.4,1.32,0,0.33,0,0,0.73,0.59,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.32,0,0.33,0,0,0.73,0.59,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-25,124487,NA,"AI, KP",9,603072.999554044,6113362.99933694,Porphyryr Creek,Highway 16,NA,NA,Round Culvert,5,99,No,NA,No,No,NA,9.99,2.5,4,Yes,4,11.2,2.8,No,Yes,Deep Fill,High,2.2,6,10,10,10,6,42,Barrier,Replace with New Open Bottom Structure,43.4,Unpassable to all life stages and species. Fill depth is approximately 35m. Salomid (50cm) observed trying to ascend to outlet of main pipe.,pscis_phase2.xlsm,"c(912123.882695413, 1129518.72291469)",33,316974,16,highway,Hwy 16,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,603072.5081163647,6113378.956025032,16.011196951481445,1800383,0101000020BD0B00007B9FEB25F8D52B41F2C9A3BB3E3C3141,MoTi,093M.102,NA,MoTi highway,2346,124487,NA,1800383,ASSESSED,ROUND,Highway 16,BARRIER,17018820,360874977,188,400.431358.123856,400.431358.123856,BULK,0101000020BD0B00008F6A41FCF8D52B419A778EB93E3C3141,"{20864,20882}",NA,NA,"{DV,RB}",4,110,0.0374,4352.7066,110.2,109.45,0,13.85,0.44,1.27,4.01,7.85,12.44,13.21,14.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,16.67,0,0,0,0.29,3.65,7.05,5.16,0.49,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-29,123445,NA,"KP, AI",9,627237.999298919,6061455.99891583,Tyee Creek,Highway 16,NA,NA,Round Culvert,0.9,50,No,NA,No,No,NA,8,0.9,0.42,No,3,2.8,3,No,No,Deep Fill,Medium,3.1,6,10,10,10,6,42,Barrier,Replace with New Open Bottom Structure,25,Important migration corridor to Tyee Lake.  Large outlet drop seems unliklely passabel by any life stage or species.,pscis_phase2.xlsm,"c(933994.12268266, 1076474.2260387)",34,190104,16,highway,Hwy 16 E,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,627233.0247007766,6061460.064853375,6.423565233236639,1800114,0101000020BD0B0000FC3C34ADCA802C41E60D2483FE6C3041,MoTi,093L.118,NA,MoTi highway,1655,123445,NA,1800114,ASSESSED,ROUND,Highway 16,BARRIER,17047504,360761305,242,400.431358.423347,400.431358.423347,BULK,0101000020BD0B0000E1C5ABE2D0802C4170AA323AFF6C3041,"{20839,20845,20883,20864,20882}",NA,"{CO,CT,PCC,RB}","{BB,C,CAS,CC,CH,CM,CO,CT,GPW,LSU,MW,NSC,PCC,PK,PW,RB,RDC,RSC,SA,SK,ST,SU}",3,12,0.0095,3498.7875,31.65,21.85,372.72,9.7,8.28,4.21,2.74,4.91,10.39,0.99,0.06,0.49,0.49,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9,13.25,0,9.7,7.65,3.92,1.91,2.64,4.77,0,0,0.49,0.49,0,0,NA,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-29,123446,NA,"AI, KP",9,627526.999938615,6061770.9991354,Tyee Creek,Tyee Lake Road,NA,NA,Round Culvert,1.85,21,No,NA,No,Yes,10,1.3,0,0.1,No,1.1,2.5,0.5,Yes,No,Deep Fill,Medium,1.4,3,10,0,5,6,24,Barrier,Replace with New Open Bottom Structure,10,Important migration corridor to get to Tyee Lake from Bulkley River.  Crossing does not appear to be barrier to most life stages/species at most flows.,pscis_phase2.xlsm,"c(934295.53728293, 1076777.54393854)",35,347164,NA,local,Tyhee Lake Rd,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,627516.1480140396,6061772.892745051,10.990346950933123,1800285,0101000020BD0B00008E2C4F9B19832C41BB4F70E72B6E3041,MoTi,093L.118,NA,MoTi local,1656,123446,NA,1800285,ASSESSED,ROUND,Tyhee Lake Road,POTENTIAL,17047504,360761305,732,400.431358.423347,400.431358.423347,BULK,0101000020BD0B0000FE6EB16A19832C419FF5BC7F2B6E3041,"{1655,20839,20845,20883,20864,20882}",{1655},"{CO,CT,PCC,RB,SA}","{BB,C,CAS,CC,CH,CM,CO,CT,GPW,LSU,MW,NSC,PCC,PK,PW,RB,RDC,RSC,SA,SK,ST,SU}",3,12,0,3498.7875,31.16,21.36,372.72,9.7,8.28,3.72,2.74,4.91,10.39,0.99,0.06,10.86,3.04,372.72,0,7.07,2.04,0.84,0.44,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.41,12.76,0,9.7,7.65,3.43,1.91,2.64,4.77,0,0,10.11,3.05,0,0,NA,2.04,0.48,0.44,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-31,124500,NA,"KP, AI",9,627551.999986065,6058696.9992515,Helps Creek,Lawson Road,NA,NA,Round Culvert,1.5,14,No,NA,No,No,NA,0.8,0,1.3,No,1,3.6,2.5,Yes,No,Deep Fill,Medium,2.4,0,10,0,5,6,21,Barrier,Replace with New Open Bottom Structure,10,Wetland type habitat upstream with stream channel containing abundant gravels downstream.,pscis_phase2.xlsm,"c(934189.607877844, 1073696.21385514)",36,292466,NA,local,Lawson Rd,loose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,627542.9674272365,6058707.016329639,13.496692774886501,1800175,0101000020BD0B000090E5C5104A822C410ACAE6A22A623041,MoTi,093L.118,NA,MoTi local,2358,124500,NA,1800175,ASSESSED,ROUND,Walcott FSR,BARRIER,17050091,360886557,976,400.431358.430066,400.431358.430066,BULK,0101000020BD0B00008E4B185F45822C41C890EB9525623041,"{20839,20845,20883,20864,20882}",NA,"{CO,ST}","{CT,DV,LNC,LSU,RB}",4,24,0.0081,4140.626,58.01,52.65,4.25,134.86,4.55,6.52,7.38,11.85,17.73,4.74,3.73,29.58,24.27,4.25,134.86,4.5,4.72,3.73,3.72,8.32,2.46,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.56,34.29,4.25,66.78,2.27,6.17,7.15,9.58,10.15,1.24,0,13.37,11.16,4.25,66.78,NA,4.37,3.5,1.45,1.58,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
