channel_width_id,stream_sample_site_ids,stream_crossing_ids,wscode_ltree,localcode_ltree,watershed_group_code,stream_order,stream_magnitude,gradient,upstream_area_ha,upstream_lake_ha,upstream_reservoir_ha,upstream_wetland_ha,channel_width_measured,map
434,,{57470},100.458399.638146.451938,100.458399.638146.451938,HORS,4,23,0.023,2165.601,0.56,0,7.11,6,611
435,,{125918},100.458399.638146.451938,100.458399.638146.451938.775250,HORS,1,1,0.09135,0,0,0,0.14,1.39,1089
436,,{57467},100.458399.638146.451938.122031,100.458399.638146.451938.122031.801987,HORS,1,1,0.1252,0,0,0,0,1.56,1038
437,,{57465},100.458399.638146.451938.122031.530493,100.458399.638146.451938.122031.530493,HORS,1,1,0.056475,0,0,0,0.53,2.56,877
438,,{123823},100.458399.638146.451938.371940,100.458399.638146.451938.371940,HORS,1,1,0.1652,0,0,0,0,0.63,862
439,{53597},,100.458399.638146.468647,100.458399.638146.468647.861912,HORS,4,43,0.0053,3058.0327,316.88,0,1.5,9.33,797
440,{53598},,100.458399.638146.468647,100.458399.638146.468647.909423,HORS,4,36,0.006933333333333333,2068.1777,293.27,0,1.5,7.58,792
441,,{197701},100.458399.638146.468647.075892,100.458399.638146.468647.075892,HORS,3,11,0.003916666666666666,1278.9124,41.83,0,85.01,1.6,630
442,,{57501},100.458399.638146.468647.075892,100.458399.638146.468647.075892.424429,HORS,2,5,0.04,400.5408,3.6,0,20.2,0.77,674
443,,{57166},100.458399.638146.468647.075892,100.458399.638146.468647.075892.847488,HORS,1,1,0.035339999999999996,0,3.6,0,4.43,1.47,680
444,,{57317},100.458399.638146.468647.198595,100.458399.638146.468647.198595.483330,HORS,2,2,0.010325,244.2342,5.29,0,14.34,1.51,703
445,,"{57318,57319}",100.458399.638146.468647.198595.483330,100.458399.638146.468647.198595.483330.296083,HORS,1,1,0.054,0,0,0,0,1,683
446,,{57307},100.458399.638146.468647.217502,100.458399.638146.468647.217502.588991,HORS,1,1,0.0814,0,0,0,0,0.83,709
447,,{57306},100.458399.638146.468647.270846,100.458399.638146.468647.270846,HORS,1,1,0.19,0,0,0,0,0.33,713
448,,{57305},100.458399.638146.468647.306312,100.458399.638146.468647.306312,HORS,1,1,0.113,0,0,0,0,0.76,700
449,,"{57304,57314}",100.458399.638146.468647.341701,100.458399.638146.468647.341701.024799,HORS,1,1,0.02625,0,0,0,1.39,0.69,691
450,,{57262},100.458399.638146.468647.381638,100.458399.638146.468647.381638.803065,HORS,1,1,0.06174,0,0,0,16.13,0.52,775
451,,{57300},100.458399.638146.468647.381638.108976,100.458399.638146.468647.381638.108976,HORS,1,1,0.059649999999999995,0,342.85,0,0,0.95,703
452,,{57296},100.458399.638146.468647.381638.289667,100.458399.638146.468647.381638.289667,HORS,2,2,0.0507,130.3195,342.54,0,0,1.23,728
453,"{46927,46926}","{57292,57292}",100.458399.638146.468647.381638.414217,100.458399.638146.468647.381638.414217,HORS,4,44,0.011099999999999999,3984.3962,350.16,0,109.47,7.98,722
454,,{57285},100.458399.638146.468647.381638.414217,100.458399.638146.468647.381638.414217.665921,HORS,3,14,0.0894,583.7521,2.01,0,0.84,4.63,1002
455,,{57268},100.458399.638146.468647.381638.414217.180166,100.458399.638146.468647.381638.414217.180166.105866,HORS,1,1,0.1794,0,0,0,0,0.4,793
456,,{57265},100.458399.638146.468647.381638.414217.305480,100.458399.638146.468647.381638.414217.305480.042495,HORS,3,5,0.017766666666666667,412.5131,5.15,0,26.17,2.95,773
457,,{57277},100.458399.638146.468647.381638.414217.305480,100.458399.638146.468647.381638.414217.305480.476574,HORS,1,1,0.02695,0,0.13,0,19.67,1.95,845
458,,{57266},100.458399.638146.468647.381638.414217.305480.042495,100.458399.638146.468647.381638.414217.305480.042495,HORS,1,1,0.061549999999999994,0,0,0,1.81,0.6,797
459,,{57269},100.458399.638146.468647.381638.414217.305480.253721,100.458399.638146.468647.381638.414217.305480.253721,HORS,1,1,0.0574,0,0,0,4.43,2.1,805
460,,{57273},100.458399.638146.468647.381638.414217.305480.422020,100.458399.638146.468647.381638.414217.305480.422020,HORS,2,2,0.023366666666666664,84.8385,2.51,0,19.93,2,831
461,,{57299},100.458399.638146.468647.381638.414217.392804,100.458399.638146.468647.381638.414217.392804,HORS,1,1,0.029979999999999996,0,0.19,0,13.42,0.46,747
462,,{57288},100.458399.638146.468647.381638.414217.530032,100.458399.638146.468647.381638.414217.530032,HORS,2,2,0.2014,41.9458,0,0,0,1.07,974
463,,{57278},100.458399.638146.468647.381638.414217.572850,100.458399.638146.468647.381638.414217.572850.074845,HORS,1,1,0.0215,0,0,0,10.47,2.25,852
464,,{57279},100.458399.638146.468647.381638.414217.572850.074845,100.458399.638146.468647.381638.414217.572850.074845,HORS,1,1,0.0754,0,0,0,0,1.87,826
465,,{57282},100.458399.638146.468647.381638.414217.665921,100.458399.638146.468647.381638.414217.665921.151245,HORS,2,3,0.1223,270.313,0,0,0.88,3.77,1048
466,,"{57284,57283}",100.458399.638146.468647.381638.414217.665921.151245,100.458399.638146.468647.381638.414217.665921.151245,HORS,2,2,0.0817,56.5349,0,0,0.22,0.88,1002
467,,{57293},100.458399.638146.468647.381638.454016,100.458399.638146.468647.381638.454016,HORS,1,1,0.1227,0,342.54,0,0,0.99,726
468,,{57260},100.458399.638146.468647.381638.781227,100.458399.638146.468647.381638.781227.276273,HORS,2,3,0.0289,197.0154,0,0,0,1.88,792
469,,"{57257,57258}",100.458399.638146.468647.381638.781227,100.458399.638146.468647.381638.781227.566495,HORS,2,2,0.1424,107.8691,0,0,0,1.38,848
470,,{57263},100.458399.638146.468647.381638.781227.106985.152196,100.458399.638146.468647.381638.781227.106985.152196,HORS,1,1,0.0158,0,7.64,0,13.42,0.4,755
471,{65951},,100.458399.638146.468647.452856,100.458399.638146.468647.452856.125340,HORS,4,41,0.0033,7059.8028,21.06,0,312.61,10.69,686
472,{65953},,100.458399.638146.468647.452856,100.458399.638146.468647.452856.185609,HORS,3,22,0.02405,4141.8142,6.65,0,269.89,10.63,758
473,"{65955,65954}",,100.458399.638146.468647.452856,100.458399.638146.468647.452856.449335,HORS,3,19,0.0415,3491.84,6.13,0,22.56,7.02,955
474,{65956},,100.458399.638146.468647.452856,100.458399.638146.468647.452856.752622,HORS,2,9,0.0116,772.5774,0.82,0,8.44,4.88,1178
475,,{123936},100.458399.638146.468647.452856,100.458399.638146.468647.452856.814632,HORS,2,7,0.0499,261.9804,0.62,0,1.06,3.4,1305
476,,{124371},100.458399.638146.468647.452856,100.458399.638146.468647.452856.958131,HORS,1,1,0.2764,0,0,0,0,0.59,1502
477,,"{57161,57162}",100.458399.638146.468647.452856.006973,100.458399.638146.468647.452856.006973,HORS,1,1,0.0369,0,0,0,247.33,0.9,739
478,"{46967,46968,65957,65958,65959}","{57158,57158,57158,57158,57158}",100.458399.638146.468647.452856.125340,100.458399.638146.468647.452856.125340,HORS,2,3,0.009537499999999999,522.291,9.45,0,248.34,1.85,699
479,,{123837},100.458399.638146.468647.452856.125340,100.458399.638146.468647.452856.125340.417029,HORS,1,1,0.0846,0,0,0,0,1.43,818
480,{65961},,100.458399.638146.468647.452856.162265,100.458399.638146.468647.452856.162265,HORS,3,12,0.006475,1159.3348,14.41,0,279.27,3.87,682
481,{65962},,100.458399.638146.468647.452856.162265,100.458399.638146.468647.452856.162265.269862,HORS,2,7,0.013300000000000001,525.1779,2.53,0,272.16,1.88,693
482,{65963},{57150},100.458399.638146.468647.452856.162265.269862,100.458399.638146.468647.452856.162265.269862.131262,HORS,2,2,0.011233333333333333,139.8164,6.39,0,254.44,1.02,679
483,,{123852},100.458399.638146.468647.452856.162265.269862,100.458399.638146.468647.452856.162265.269862.610335,HORS,1,1,0.02225,0,6.39,0,0,0,678
484,,{57152},100.458399.638146.468647.452856.162265.269862.043816,100.458399.638146.468647.452856.162265.269862.043816,HORS,1,1,0.020040000000000002,0,0.44,0,247.33,0.73,684
485,,{123851},100.458399.638146.468647.452856.162265.634687,100.458399.638146.468647.452856.162265.634687,HORS,2,2,0.0145,230.1039,0,0,14.12,2.18,742
486,,"{123846,123845}",100.458399.638146.468647.452856.185609,100.458399.638146.468647.452856.185609.362391,HORS,2,2,0.0885,268.2324,0,0,2.1,3.85,873
487,,{123848},100.458399.638146.468647.452856.185609,100.458399.638146.468647.452856.185609.708763,HORS,1,1,0.04186666666666667,0,0,0,2.1,2.4,988
488,,{123847},100.458399.638146.468647.452856.185609.708763,100.458399.638146.468647.452856.185609.708763,HORS,1,1,0.1244,0,0,0,0,2.05,942
489,,{123838},100.458399.638146.468647.452856.431077,100.458399.638146.468647.452856.431077,HORS,1,1,0.05535,0,0.52,0,0,0.76,899
490,"{65964,65965}",,100.458399.638146.468647.452856.503885,100.458399.638146.468647.452856.503885,HORS,2,2,0.020216666666666664,42.766,5.15,0,1.13,1.26,1054
1583,{30021},,400.431358,400.431358.966638,BULK,4,41,0.0013,4052.3072,97.9,0,258.16,4.33,518
491,,{57437},100.458399.638146.468647.452856.620745,100.458399.638146.468647.452856.620745,HORS,1,1,0.06973333333333333,0,0,0,1.62,1.73,1117
492,,{57436},100.458399.638146.468647.452856.687988,100.458399.638146.468647.452856.687988,HORS,1,1,0.09425,0,0.09,0,0,0.74,1169
493,,{123916},100.458399.638146.468647.452856.814632,100.458399.638146.468647.452856.814632,HORS,1,1,0.0234,0,0,0,4.7,4.2,1146
494,,{57302},100.458399.638146.468647.464244,100.458399.638146.468647.464244,HORS,1,1,0.1266,0,0,0,0,0.38,702
495,,{57164},100.458399.638146.468647.525390,100.458399.638146.468647.525390,HORS,2,3,0.0315,227.4429,3.05,0,17.62,1.85,782
496,,{123836},100.458399.638146.468647.525390,100.458399.638146.468647.525390.725572,HORS,1,1,0.0269,0,0,0,4.95,0.65,822
497,"{46966,46966,46965,46965}","{57445,57430,57445,57430}",100.458399.638146.468647.600242,100.458399.638146.468647.600242.103072,HORS,2,2,0.026899999999999997,61.0802,13.4,0,1.72,4.59,885
498,,"{57440,57441,57444}",100.458399.638146.468647.600242,100.458399.638146.468647.600242.630103,HORS,1,1,0.04033333333333334,0,0,0,1.72,1.48,950
499,,"{57435,57431}",100.458399.638146.468647.600242.103072,100.458399.638146.468647.600242.103072,HORS,2,2,0.1036,87.1126,0,0,0.94,1.76,773
500,,"{57443,57442}",100.458399.638146.468647.600242.630103,100.458399.638146.468647.600242.630103,HORS,1,1,0.0415,0,0,0,0,0.17,872
501,,{123832},100.458399.638146.468647.603587,100.458399.638146.468647.603587.286079,HORS,2,2,0.0549,567.8473,0,0,0,6.37,881
502,,{123833},100.458399.638146.468647.603587,100.458399.638146.468647.603587.590236,HORS,1,1,0.0991,0,0,0,0,7.85,1052
503,,{123827},100.458399.638146.468647.603587.286079,100.458399.638146.468647.603587.286079,HORS,2,2,0.074,103.1407,0,0,0,1.66,973
504,,"{57433,123831}",100.458399.638146.468647.606394,100.458399.638146.468647.606394,HORS,1,1,0.04075,0,496.61,0,0,1.61,789
505,,{123830},100.458399.638146.468647.616264,100.458399.638146.468647.616264,HORS,1,1,0.03972,0,497.6,0,0.54,0.5,777
506,,"{57429,57185,57186}",100.458399.638146.468647.627107,100.458399.638146.468647.627107.662642,HORS,1,1,0.0994,0,0,0,0,1.77,872
507,,{57187},100.458399.638146.468647.627107.662642,100.458399.638146.468647.627107.662642,HORS,1,1,0.1099,0,0,0,0,2,835
508,,{57182},100.458399.638146.468647.632792,100.458399.638146.468647.632792,HORS,1,1,0.0452,0,496.61,0,0,0.74,729
509,"{46963,46964}","{57168,57168}",100.458399.638146.468647.650481,100.458399.638146.468647.650481,HORS,2,6,0.005175,1377.5709,612.92,0,55.86,14.75,753
510,"{46961,46962}","{57298,57298}",100.458399.638146.468647.650481,100.458399.638146.468647.650481.519638,HORS,2,3,0.008966666666666666,319.2277,24.43,0,53.27,3.16,764
511,,{57170},100.458399.638146.468647.650481.377682,100.458399.638146.468647.650481.377682,HORS,1,1,0.18115,0,87.74,0,0,0.4,855
512,,"{57291,57173}",100.458399.638146.468647.650481.415106,100.458399.638146.468647.650481.415106,HORS,1,1,0.03949333333333333,0,91.88,0,50.02,4.78,788
513,,{57169},100.458399.638146.468647.651762,100.458399.638146.468647.651762,HORS,2,6,0.05725,642.1491,496.61,0,0,3.53,837
514,,{57180},100.458399.638146.468647.653917,100.458399.638146.468647.653917,HORS,2,2,0.0179,124.8414,496.61,0,0,1.36,774
515,,"{57426,57428}",100.458399.638146.468647.696596,100.458399.638146.468647.696596,HORS,1,1,0.01765,0,0,0,0.2,1.88,740
516,,{57425},100.458399.638146.468647.716860,100.458399.638146.468647.716860,HORS,2,2,0.0557,279.0064,0,0,0,1.38,763
517,"{49066,49066,49064,49064}","{57423,57422,57423,57422}",100.458399.638146.468647.732008,100.458399.638146.468647.732008,HORS,2,2,0.0576,243.8887,0,0,3.93,3,859
518,,{123834},100.458399.638146.468647.732008,100.458399.638146.468647.732008.419072,HORS,1,1,0.032675,0,0,0,2.43,2.33,941
519,,{57421},100.458399.638146.468647.749853,100.458399.638146.468647.749853,HORS,2,2,0.068,238.4929,0,0,0,2.39,808
520,,{57413},100.458399.638146.468647.774208,100.458399.638146.468647.774208.036401,HORS,2,5,0.0968,588.9501,0.16,0,0,3.15,904
521,,{57414},100.458399.638146.468647.774208.036401,100.458399.638146.468647.774208.036401.041232,HORS,2,2,0.1032,234.1708,0,0,0,3.15,830
522,,{57409},100.458399.638146.468647.789360.131739,100.458399.638146.468647.789360.131739,HORS,2,3,0.1174,350.6881,0,0,0,2.87,813
523,,{57418},100.458399.638146.468647.816424,100.458399.638146.468647.816424,HORS,1,1,0.07575,0,128.25,0,0,0.71,817
524,"{49091,49049,49048,49045,49093}",,100.458399.638146.468647.818160,100.458399.638146.468647.818160,HORS,1,1,0.0309,0,128.62,0,0.48,1.66,894
525,,{124362},100.458399.638146.468647.861912.383407,100.458399.638146.468647.861912.383407.344290,HORS,1,1,0.0917,0,0.08,0,0,0.87,1086
526,{53599},,100.458399.638146.468647.892004,100.458399.638146.468647.892004,HORS,2,3,0.01975,602.2067,68.72,0,0,3.15,804
527,"{46994,46995}","{57468,57468}",100.458399.638146.516796,100.458399.638146.516796,HORS,4,21,0.08085,855.5418,0,0,0,2.91,781
528,,{6531},100.458399.638146.568800,100.458399.638146.568800,HORS,5,43,0.02635,3719.1514,2.12,0,61.21,7.2,797
529,,{57368},100.458399.638146.568800,100.458399.638146.568800.491278,HORS,3,7,0.02365,782.7802,0,0,29.61,3.56,872
530,,{57197},100.458399.638146.568800.058072,100.458399.638146.568800.058072,HORS,4,18,0.0386,472.7938,0,0,0,1.26,759
531,,"{57195,57194}",100.458399.638146.568800.293799,100.458399.638146.568800.293799,HORS,1,1,0.14085,0,0,0,14.75,0.98,883
532,,{57193},100.458399.638146.568800.322411,100.458399.638146.568800.322411.232886,HORS,2,3,0.1643,90.6091,0,0,0,1.28,926
533,,{57192},100.458399.638146.568800.322411.128508.329249,100.458399.638146.568800.322411.128508.329249,HORS,1,1,0.047966666666666664,0,1.55,0,3.06,2.3,877
534,,{57372},100.458399.638146.568800.491278,100.458399.638146.568800.491278,HORS,2,2,0.08625,69.472,0,0,17.38,1.68,1045
535,,{57370},100.458399.638146.568800.631698,100.458399.638146.568800.631698,HORS,1,1,0.165,0,0,0,0,1.23,1021
536,,{57374},100.458399.638146.603863,100.458399.638146.603863,HORS,2,3,0.06535,277.9461,0,0,0,2.47,792
537,,{57190},100.458399.638146.607127,100.458399.638146.607127,HORS,2,2,0.044683333333333325,90.8168,0.13,0,0.96,1.3,826
538,,{57365},100.458399.638146.612532.109328,100.458399.638146.612532.109328,HORS,1,1,0.2881,0,0,0,0,1.12,931
539,,{57344},100.458399.638146.612532.449797,100.458399.638146.612532.449797,HORS,3,8,0.0903,467.6172,0,0,2.5,2.26,896
540,,{57342},100.458399.638146.612532.604972,100.458399.638146.612532.604972,HORS,1,1,0.0898,0,0,0,0,1.28,876
541,,{57340},100.458399.638146.612532.690925,100.458399.638146.612532.690925.238160,HORS,1,1,0.3079,0,0,0,0,1.03,884
542,,{57363},100.458399.638146.619421,100.458399.638146.619421,HORS,2,4,0.06810000000000001,294.2004,0.37,0,2.61,1.68,847
543,,{57189},100.458399.638146.636533,100.458399.638146.636533,HORS,2,3,0.039625,217.8791,0.57,0,8.58,1.3,893
544,,{57184},100.458399.638146.647878,100.458399.638146.647878,HORS,1,1,0.134,0,0,0,0,0.9,995
545,,{6532},100.458399.638146.657323,100.458399.638146.657323,HORS,2,2,0.1207,174.8265,0,0,0.99,2.6,861
546,,"{57329,124354}",100.458399.638146.674105.007921,100.458399.638146.674105.007921,HORS,1,1,0.0649,0,0.2,0,0,0.82,846
547,,"{57328,123908}",100.458399.638146.674105.041106,100.458399.638146.674105.041106,HORS,1,1,0.09670000000000001,0,0,0,0.49,1.53,990
548,,{57326},100.458399.638146.674105.055706,100.458399.638146.674105.055706,HORS,1,1,0.2212,0,0,0,0,0.97,890
549,,{57330},100.458399.638146.674105.068141,100.458399.638146.674105.068141,HORS,1,1,0.1351,0,0,0,2.6,1.35,951
550,,{57331},100.458399.638146.674105.074688,100.458399.638146.674105.074688,HORS,1,1,0.05518888888888889,0,0.23,0,148.56,1.26,945
551,,{57325},100.458399.638146.674105.077173,100.458399.638146.674105.077173,HORS,1,1,0.05145999999999999,0,0,0,12.46,2.17,1006
552,,{57324},100.458399.638146.674105.084230,100.458399.638146.674105.084230,HORS,1,1,0.12163333333333333,0,0,0,9.08,0.44,898
553,,{57334},100.458399.638146.674105.092387,100.458399.638146.674105.092387.259137,HORS,2,2,0.04133333333333333,81.7957,0.32,0,148.56,1.36,833
554,,{57333},100.458399.638146.674105.092387.259137,100.458399.638146.674105.092387.259137,HORS,1,1,0.1503,0,0,0,148.56,1.03,937
555,,{57336},100.458399.638146.674105.126178,100.458399.638146.674105.126178,HORS,2,3,0.09236666666666667,213.7532,0,0,149.28,2.08,898
556,,{57323},100.458399.638146.674105.134547,100.458399.638146.674105.134547,HORS,1,1,0.0695875,0,0.11,0,76.76,1.23,852
557,,{57337},100.458399.638146.674105.141379,100.458399.638146.674105.141379,HORS,1,1,0.061575000000000005,0,0,0,148.56,1.28,871
558,,"{57098,57097,57095}",100.458399.638146.674105.186756,100.458399.638146.674105.186756,HORS,2,2,0.033120000000000004,76.6266,0.09,0,150.19,1.78,762
559,,{57322},100.458399.638146.674105.202184,100.458399.638146.674105.202184.035986,HORS,1,1,0.05669999999999999,0,0.11,0,76.76,1.35,885
561,,{57102},100.458399.638146.674105.243959.263811,100.458399.638146.674105.243959.263811,HORS,1,1,0.023985714285714284,0,0.29,0,26.9,0.98,749
562,,"{123911,123913}",100.458399.638146.674105.266473.332005,100.458399.638146.674105.266473.332005,HORS,1,1,0.06273333333333332,0,0,0,4.42,2.28,1074
563,,{123910},100.458399.638146.674105.266473.392424,100.458399.638146.674105.266473.392424,HORS,1,1,0.0882,0,0,0,0,1.42,1130
564,,{57223},100.458399.638146.674105.332798,100.458399.638146.674105.332798,HORS,1,1,0.0461,0,1095.08,0,0,0,781
565,,{57224},100.458399.638146.674105.339430,100.458399.638146.674105.339430,HORS,1,1,0.065,0,1095.08,0,0,0,768
566,,{57256},100.458399.638146.674105.349582,100.458399.638146.674105.349582,HORS,1,1,0.0263,0,1095.08,0,1.99,0.72,747
567,,"{57253,57254}",100.458399.638146.674105.371333,100.458399.638146.674105.371333.540229,HORS,1,1,0.1532,0,0,0,0,1.54,823
568,,{57250},100.458399.638146.674105.387023,100.458399.638146.674105.387023.474060,HORS,1,1,0.0473,0,0,0,0,0.78,785
569,,{57251},100.458399.638146.674105.387023.474060,100.458399.638146.674105.387023.474060,HORS,1,1,0.0574,0,0,0,0,6,760
570,,{57248},100.458399.638146.674105.424495,100.458399.638146.674105.424495.278477,HORS,3,12,0.02355,554.5838,11.52,0,22.53,2.25,767
571,,{57232},100.458399.638146.674105.424495,100.458399.638146.674105.424495.399503,HORS,3,7,0.0332,226.4759,11.23,0,22.32,1.69,828
572,,"{57234,57249}",100.458399.638146.674105.424495.278477,100.458399.638146.674105.424495.278477,HORS,1,1,0.0548,0,0.08,0,0,0.87,800
573,,{57229},100.458399.638146.674105.424495.614916,100.458399.638146.674105.424495.614916.110267,HORS,1,1,0.1985,0,0,0,0.49,0.78,853
574,,{57228},100.458399.638146.674105.424495.614916.110267,100.458399.638146.674105.424495.614916.110267,HORS,1,1,0.02575,0,0,0,0.49,0.32,843
575,,{57247},100.458399.638146.674105.463441,100.458399.638146.674105.463441,HORS,1,1,0.0768,0,1095.08,0,0,0.77,877
576,,{57246},100.458399.638146.674105.466544,100.458399.638146.674105.466544,HORS,1,1,0.13585,0,1095.08,0,0,0.5,891
577,,{57238},100.458399.638146.674105.473915,100.458399.638146.674105.473915,HORS,1,1,0.1096,0,1095.08,0,0,0.39,882
578,,{57244},100.458399.638146.674105.626976,100.458399.638146.674105.626976,HORS,2,5,0.16555,82.0442,0.84,0,11.37,4.23,997
579,,{57241},100.458399.638146.674105.639846.134735,100.458399.638146.674105.639846.134735,HORS,1,1,0.0668,0,0,0,0.41,0.73,938
580,,{57240},100.458399.638146.674105.657615,100.458399.638146.674105.657615,HORS,1,1,0.1629,0,0,0,0,0.2,892
581,,{57127},100.458399.638146.686537,100.458399.638146.686537.904434,HORS,1,1,0.1179,0,0,0,0.44,1.25,1180
582,,{124356},100.458399.638146.686537.186554,100.458399.638146.686537.186554.468047,HORS,1,1,0.1387,0,0,0,0,1.27,980
583,,{57125},100.458399.638146.686537.626859,100.458399.638146.686537.626859.363809,HORS,1,1,0.0618,0,0,0,0,0.78,1160
584,,{57124},100.458399.638146.686537.626859.363809,100.458399.638146.686537.626859.363809,HORS,1,1,0.0733,0,0,0,14.02,8.17,1156
585,,"{57132,57131}",100.458399.638146.686537.673986,100.458399.638146.686537.673986,HORS,1,1,0.1597,0,0,0,0,0.8,1156
586,,{57128},100.458399.638146.686537.852317,100.458399.638146.686537.852317,HORS,1,1,0.1043,0,0,0,0,1.32,1155
587,,{57126},100.458399.638146.686537.904434,100.458399.638146.686537.904434,HORS,1,1,0.0805,0,0,0,0,0.9,1186
588,,{57104},100.458399.638146.690132,100.458399.638146.690132,HORS,1,1,0.08225,0,0,0,0,0.96,817
589,,"{57105,124355}",100.458399.638146.695488,100.458399.638146.695488,HORS,1,1,0.09095,0,0,0,0,0.99,883
590,{43732},,100.458399.638146.700931,100.458399.638146.700931,HORS,2,12,0.05555,746.8749,0.93,0,3.43,2.37,904
591,,{57112},100.458399.638146.700931,100.458399.638146.700931.417498,HORS,2,7,0.0381,305.2919,0.85,0,2.88,3.64,1041
592,,"{57114,57115}",100.458399.638146.700931,100.458399.638146.700931.496987,HORS,2,6,0.19393333333333337,195.4801,0.34,0,2.88,2.93,1100
593,,{57110},100.458399.638146.700931.319542,100.458399.638146.700931.319542,HORS,1,1,0.1965,0,0,0,0,1.26,1026
594,,"{57111,57116}",100.458399.638146.700931.417498,100.458399.638146.700931.417498,HORS,1,1,0.0937,0,0.27,0,0,0.96,1056
595,,{57106},100.458399.638146.708877,100.458399.638146.708877,HORS,2,2,0.07185,130.6329,0,0,1.44,1.06,934
596,,{57109},100.458399.638146.708877,100.458399.638146.708877.219533,HORS,1,1,0.1304,0,0,0,1.44,1.27,1000
597,,{57108},100.458399.638146.708877.219533,100.458399.638146.708877.219533,HORS,1,1,0.4774,0,0,0,0,0.55,1033
598,,{57107},100.458399.638146.711721,100.458399.638146.711721,HORS,1,1,0.2393,0,0,0,0,0.44,1027
599,,{57133},100.458399.638146.714209,100.458399.638146.714209,HORS,1,1,0.3045,0,0,0,0,1.13,1050
600,,{57135},100.458399.638146.719970,100.458399.638146.719970,HORS,1,1,0.24845,0,0,0,0,0.47,1080
601,,{57136},100.458399.638146.720543,100.458399.638146.720543,HORS,1,1,0.10824999999999999,0,0,0,0.57,0.87,1031
602,,"{57138,57139}",100.458399.638146.731092,100.458399.638146.731092,HORS,2,2,0.05555,121.0544,0,0,0,1.52,1053
603,,{57147},100.458399.638146.732471,100.458399.638146.732471.156795,HORS,3,4,0.04981111111111111,382.6574,0,0,7.45,3.72,990
604,,{123903},100.458399.638146.732471,100.458399.638146.732471.546317,HORS,1,1,0.214,0,0,0,0,1.97,1290
605,,"{57145,57146,57143}",100.458399.638146.732471.067335,100.458399.638146.732471.067335,HORS,1,1,0.054025000000000004,0,0.1,0,1.2,0.59,929
606,,{123955},100.458399.638146.732471.156795,100.458399.638146.732471.156795.532683,HORS,1,1,0.04006666666666667,0,0,0,4.31,1.77,1162
607,,{57149},100.458399.638146.732471.156795.222496,100.458399.638146.732471.156795.222496,HORS,1,1,0.1109,0,0,0,0,2.63,1146
608,,"{123958,123905}",100.458399.638146.732471.156795.532683,100.458399.638146.732471.156795.532683.168809,HORS,1,1,0.0734,0,0,0,0,1.1,1099
609,,{124326},100.458399.638146.732471.156795.532683.168809,100.458399.638146.732471.156795.532683.168809.446414,HORS,1,1,0.078,0,0,0,0,0.78,1093
610,,{57140},100.458399.638146.742982,100.458399.638146.742982.057468,HORS,1,1,0.08165,0,0,0,1.23,0.88,995
611,,{57141},100.458399.638146.746475,100.458399.638146.746475.142253,HORS,1,1,0.0591,0,0,0,0,2.27,1040
612,{44814},,100.458399.638146.758606,100.458399.638146.758606.266433,HORS,5,195,0.0228,11870.6402,112.82,0,29.12,4.86,1183
613,,{57405},100.458399.638146.758606.026408,100.458399.638146.758606.026408,HORS,1,1,0.05415,0,0,0,0,1.11,944
614,,{124346},100.458399.638146.758606.226083,100.458399.638146.758606.226083,HORS,1,1,0.319,0,0,0,0,0.6,1378
615,,{57448},100.458399.638146.758606.255509,100.458399.638146.758606.255509,HORS,1,1,0.1902,0,0,0,0,0.38,1206
616,,{57450},100.458399.638146.758606.266433,100.458399.638146.758606.266433.084869,HORS,1,1,0.3294,0,0,0,0,1.35,1361
617,,{57449},100.458399.638146.758606.266433.084869,100.458399.638146.758606.266433.084869,HORS,1,1,0.4098,0,0,0,0,0.66,1221
618,,"{57461,123914,57350}",100.458399.638146.758606.299033,100.458399.638146.758606.299033,HORS,2,4,0.183,309.6803,10.6,0,0,4.23,1279
619,,{123953},100.458399.638146.758606.303980.131593,100.458399.638146.758606.303980.131593,HORS,1,1,0.3765,0,0,0,0,1.13,1214
620,,{57452},100.458399.638146.758606.311830,100.458399.638146.758606.311830,HORS,1,1,0.0547,0,0,0,0,1.3,1165
621,,{57460},100.458399.638146.758606.370663,100.458399.638146.758606.370663,HORS,3,8,0.1801,467.9911,26.17,0,0.93,3.23,1196
622,,{57341},100.458399.638146.758606.432888,100.458399.638146.758606.432888,HORS,1,1,0.315,0,0,0,0,3.17,1347
623,,{57459},100.458399.638146.758606.448759,100.458399.638146.758606.448759,HORS,3,8,0.1481,206.4495,0.83,0,0.97,3.73,1327
624,,"{57455,57456}",100.458399.638146.758606.532184.134642,100.458399.638146.758606.532184.134642,HORS,1,1,0.1519,0,0,0,0,1.24,1203
625,,{57458},100.458399.638146.758606.532184.137372,100.458399.638146.758606.532184.137372,HORS,1,1,0.244,0,0,0,0,2.03,1404
626,,{123949},100.458399.638146.758606.699584,100.458399.638146.758606.699584,HORS,1,1,0.3339,0,0,0,0,0.47,1354
627,,{123948},100.458399.638146.758606.710124,100.458399.638146.758606.710124,HORS,1,1,0.20916666666666664,0,0.05,0,0,1.87,1406
628,,{123946},100.458399.638146.758606.744655.042946,100.458399.638146.758606.744655.042946,HORS,1,1,0.3986,0,0,0,0,0.44,1279
629,,{123945},100.458399.638146.758606.744655.047424,100.458399.638146.758606.744655.047424,HORS,1,1,0.2818,0,0,0,0,0.47,1236
