channel_width_id,stream_sample_site_ids,stream_crossing_ids,wscode_ltree,localcode_ltree,watershed_group_code,stream_order,stream_magnitude,gradient,upstream_area_ha,upstream_lake_ha,upstream_reservoir_ha,upstream_wetland_ha,channel_width_measured,map,Exclude,Reason
834,{9167},,300.602565.854327.993941.902282.132363.949768,300.602565.854327.993941.902282.132363.949768.480978,ELKR,3,28,0.0305,1279.1915,0.08,0,1.67,6.3,970,,
835,"{9168,9169}",,300.602565.854327.993941.902282.132363.949768,300.602565.854327.993941.902282.132363.949768.763049,ELKR,2,6,0.048,202.1517,0,0,0,4.3,995,,
836,{9174},,300.602565.854327.993941.902282.132363.949768.322231,300.602565.854327.993941.902282.132363.949768.322231,ELKR,2,2,0.1338,61.8989,0,0,0,1.7,937,,
837,{9177},,300.602565.854327.993941.902282.132363.949768.480978,300.602565.854327.993941.902282.132363.949768.480978,ELKR,2,8,0.0659,488.6645,0,0,0,4.2,977,,
838,{9178},,300.602565.854327.993941.902282.132363.949768.480978,300.602565.854327.993941.902282.132363.949768.480978.259408,ELKR,2,6,0.0884,394.0747,0,0,0,6.8,1004,,
839,{9179},,300.602565.854327.993941.902282.132363.949768.480978,300.602565.854327.993941.902282.132363.949768.480978.611829,ELKR,2,3,0.0965,180.0916,0,0,0,6.9,1045,,
840,{9186},,300.602565.854327.993941.902282.132363.949768.567377,300.602565.854327.993941.902282.132363.949768.567377,ELKR,3,18,0.0446,474.8696,0,0,0,4.4,975,,
841,{9187},,300.602565.854327.993941.902282.132363.949768.567377,300.602565.854327.993941.902282.132363.949768.567377.614558,ELKR,3,7,0.042,216.6376,0,0,0,2.9,1023,,
842,{9162},,300.602565.854327.993941.902282.132363.949927,300.602565.854327.993941.902282.132363.949927,ELKR,3,5,0.009925,139.6795,2.68,0,7.99,3.4,856,,
843,{9205},,300.602565.854327.993941.902282.132363.949927,300.602565.854327.993941.902282.132363.949927.327789,ELKR,2,3,0.004616667,90.2713,2.54,0,7.99,2.1,850,,
844,"{9209,9208}",,300.602565.854327.993941.902282.132363.954401,300.602565.854327.993941.902282.132363.954401,ELKR,2,7,0.0029,356.6656,0,0,5.87,2.05,850,,
845,{8891},,300.602565.854327.993941.902282.132363.959350,300.602565.854327.993941.902282.132363.959350,ELKR,5,99,0.021766667,4460.9828,0,0,7.89,44.5,847,,
846,{42240},,300.602565.854327.993941.902282.132363.959350,300.602565.854327.993941.902282.132363.959350.057604,ELKR,5,98,0.015,4237.8793,0,0,3.63,15.45,864,,
847,{8889},,300.602565.854327.993941.902282.132363.959350,300.602565.854327.993941.902282.132363.959350.190913,ELKR,5,82,0.0234,3745.7422,0,0,3.63,36.4,877,,
848,"{8887,2566}",,300.602565.854327.993941.902282.132363.959350,300.602565.854327.993941.902282.132363.959350.399744,ELKR,5,49,0.0077,2536.7843,0,0,0,10.65,884,,
849,"{42236,8888,42237}",,300.602565.854327.993941.902282.132363.959350,300.602565.854327.993941.902282.132363.959350.641383,ELKR,5,43,0.009,1867.5675,0,0,0,8.33,887,,
850,{8886},,300.602565.854327.993941.902282.132363.959350,300.602565.854327.993941.902282.132363.959350.668778,ELKR,4,31,0.0095,1237.2116,0,0,0,10.7,900,,
851,{8884},,300.602565.854327.993941.902282.132363.959350,300.602565.854327.993941.902282.132363.959350.835366,ELKR,3,11,0.0249,359.1503,0,0,0,3.3,974,,
852,{8885},,300.602565.854327.993941.902282.132363.959350,300.602565.854327.993941.902282.132363.959350.944679,ELKR,1,1,0.1347,0,0,0,0,0.9,1007,,
853,{8833},,300.602565.854327.993941.902282.132363.959350.177053,300.602565.854327.993941.902282.132363.959350.177053,ELKR,3,11,0.0799,221.9494,0,0,0,3.6,878,,
854,{8835},,300.602565.854327.993941.902282.132363.959350.177053,300.602565.854327.993941.902282.132363.959350.177053.757560,ELKR,2,6,0.0841,37.6834,0,0,0,1.3,921,,
855,{8828},,300.602565.854327.993941.902282.132363.959350.190913,300.602565.854327.993941.902282.132363.959350.190913,ELKR,2,2,0.147,38.9,0,0,0,3.5,881,,
856,{8826},,300.602565.854327.993941.902282.132363.959350.399744,300.602565.854327.993941.902282.132363.959350.399744,ELKR,3,22,0.0622,373.4684,0,0,0,3.7,899,,
857,{8827},,300.602565.854327.993941.902282.132363.959350.399744,300.602565.854327.993941.902282.132363.959350.399744.368778,ELKR,3,20,0.0533,296.106,0,0,0,4.6,918,,
858,{8825},,300.602565.854327.993941.902282.132363.959350.399744,300.602565.854327.993941.902282.132363.959350.399744.579698,ELKR,3,14,0.0447,170.0309,0,0,0,2.9,951,,
859,{8823},,300.602565.854327.993941.902282.132363.959350.399744.429820,300.602565.854327.993941.902282.132363.959350.399744.429820,ELKR,2,3,0.1212,31.0603,0,0,0,0.2,928,,
860,{8807},,300.602565.854327.993941.902282.132363.959350.668778,300.602565.854327.993941.902282.132363.959350.668778,ELKR,4,12,0.0276,531.8148,0,0,0,4.2,922,,
861,{8808},,300.602565.854327.993941.902282.132363.959350.668778,300.602565.854327.993941.902282.132363.959350.668778.583605,ELKR,2,4,0.0339,167.4759,0,0,0,2,965,,
862,{8806},,300.602565.854327.993941.902282.132363.959350.668778,300.602565.854327.993941.902282.132363.959350.668778.713248,ELKR,2,2,0.0709,13.7121,0,0,0,0.9,994,,
863,{8804},,300.602565.854327.993941.902282.132363.959350.668778.639494,300.602565.854327.993941.902282.132363.959350.668778.639494,ELKR,1,1,0.1277,0,0,0,0,1.2,1000,,
864,"{44202,44227,44176,8876}",,300.602565.854327.993941.902282.132363.959437,300.602565.854327.993941.902282.132363.959437,ELKR,3,10,0.0503,464.2333,0,0,0,3.87,873,,
865,{8877},,300.602565.854327.993941.902282.132363.959437,300.602565.854327.993941.902282.132363.959437.644126,ELKR,3,5,0.0878,161.6583,0,0,0,4,980,,
866,{8866},,300.602565.854327.993941.902282.132363.968907,300.602565.854327.993941.902282.132363.968907,ELKR,3,14,0.02155,1352.5884,0,0,4.67,6,890,,
867,{8861},,300.602565.854327.993941.902282.132363.968907,300.602565.854327.993941.902282.132363.968907.244367,ELKR,3,9,0.0251,821.5025,0,0,3.34,6.1,942,,
868,{8862},,300.602565.854327.993941.902282.132363.968907,300.602565.854327.993941.902282.132363.968907.386800,ELKR,3,8,0.0229,683.4806,0,0,3.34,3.7,966,,
869,{8860},,300.602565.854327.993941.902282.132363.968907,300.602565.854327.993941.902282.132363.968907.511370,ELKR,2,3,0.0235,521.1913,0,0,3.34,4.8,978,,
870,{8858},,300.602565.854327.993941.902282.132363.968907,300.602565.854327.993941.902282.132363.968907.549253,ELKR,2,2,0.016866667,168.4753,0,0,3.34,1.2,1001,,
871,{8859},,300.602565.854327.993941.902282.132363.968907.498044,300.602565.854327.993941.902282.132363.968907.498044,ELKR,1,1,0.1558,0,0,0,0,1.2,983,,
872,{8857},,300.602565.854327.993941.902282.132363.968907.511370,300.602565.854327.993941.902282.132363.968907.511370,ELKR,2,4,0.0984,67.3324,0,0,0,1,980,,
873,{8855},,300.602565.854327.993941.902282.132363.968907.549253,300.602565.854327.993941.902282.132363.968907.549253,ELKR,1,1,0.2055,0,0,0,0,0.3,1002,,
874,"{8871,8873,8872}",,300.602565.854327.993941.902282.132363.973161,300.602565.854327.993941.902282.132363.973161,ELKR,2,4,0.042,397.8221,0,0,10.88,4.8,922,,
875,{8870},,300.602565.854327.993941.902282.132363.973161,300.602565.854327.993941.902282.132363.973161.642850,ELKR,1,1,0.1381,0,0,0,0,2.9,1010,,
876,"{8839,8837}",,300.602565.854327.993941.902282.132363.981516,300.602565.854327.993941.902282.132363.981516,ELKR,2,6,0.035,889.3559,0,0,17.57,4.55,936,,
877,{8838},,300.602565.854327.993941.902282.132363.981516,300.602565.854327.993941.902282.132363.981516.528951,ELKR,2,3,0.0348,219.591,0,0,1.04,2.9,1011,,
878,{8836},,300.602565.854327.993941.902282.132363.981516.528951,300.602565.854327.993941.902282.132363.981516.528951,ELKR,1,1,0.149,0,0,0,0,2.3,1003,,
1528,,{197665},400.431358,400.431358.694148,BULK,6,1675,0.0034,140593.5752,2941.65,104.53,3806.09,3.5,427,Y,
879,{8890},,300.602565.854327.993941.902282.132363.983774.351951,300.602565.854327.993941.902282.132363.983774.351951,ELKR,1,1,0.1332,0,0,0,0,1.7,995,,
880,{8892},,300.602565.854327.993941.902282.132363.983774.352195,300.602565.854327.993941.902282.132363.983774.352195,ELKR,2,2,0.0779,80.0077,0,0,0,0.5,977,,
881,{8844},,300.602565.854327.993941.902282.132363.990667,300.602565.854327.993941.902282.132363.990667,ELKR,2,4,0.0874,482.0065,0,0,1.47,4.6,1000,,
882,"{8845,8843}",,300.602565.854327.993941.902282.132363.990667,300.602565.854327.993941.902282.132363.990667.369101,ELKR,1,1,0.0415,0,0,0,1.47,3.1,1027,,
883,{8851},,300.602565.854327.993941.902282.132363.994797,300.602565.854327.993941.902282.132363.994797,ELKR,2,2,0.1672,77.2476,0.12,0,0,1.1,1043,,
884,{1525},,300.625474.584724,300.625474.584724.028014,ELKR,7,7522,0.003033333,430067.1932,864.99,57.18,782.17,115,482,,
885,{1545},,300.625474.584724,300.625474.584724.184243,ELKR,7,5582,0.0028,335028.9686,808.84,57.18,689.98,180,917,,
886,{2568},,300.625474.584724,300.625474.584724.342196,ELKR,7,4877,0.0044,291122.5278,791.89,57.07,653.69,50,639,,
887,{2571},,300.625474.584724,300.625474.584724.361599,ELKR,7,4765,0,285013.2347,790.24,57.07,650.12,55,620,,
888,{2569},,300.625474.584724,300.625474.584724.407901,ELKR,7,4696,0.001,280907.6618,788.98,57.07,637.05,75,557,,
889,{2572},,300.625474.584724,300.625474.584724.412090,ELKR,7,3774,0.006833333,216246.2666,712.43,57.07,564.8,35,545,,
890,{2703},,300.625474.584724,300.625474.584724.431129,ELKR,7,3574,0.0036,201570.9071,689.11,57.07,562.54,40,557,,
891,"{45386,3558,2702,48942}",,300.625474.584724,300.625474.584724.434587,ELKR,7,3573,0.003833333,201001.8091,689.11,57.07,562.54,25.82,586,,
892,{2704},,300.625474.584724,300.625474.584724.487017,ELKR,7,3443,0.005025,184086.4369,557.39,54.39,515.34,45,514,,
893,{2701},,300.625474.584724,300.625474.584724.544205,ELKR,6,1962,0,104952.9225,494.38,0,364.47,58,573,,
894,"{3186,3185,3192}",,300.625474.584724,300.625474.584724.600669,ELKR,6,1742,0.003,94587.278,483.9,0,331.19,56.67,554,,
895,"{3187,3188}",,300.625474.584724,300.625474.584724.623939,ELKR,6,1720,0.0035,91964.5327,482.91,0,321.99,55,573,,
896,{3195},,300.625474.584724,300.625474.584724.654811,ELKR,6,1598,0.0096,84663.3362,470.49,0,311.37,30.3,559,,
897,{3189},,300.625474.584724,300.625474.584724.657126,ELKR,6,1594,0.00306,84424.8352,470.49,0,311.37,85,544,,
898,{3193},,300.625474.584724,300.625474.584724.689457,ELKR,6,1506,0.00366,79334.0123,464.4,0,289.29,27,537,,
899,"{42323,42324,42326,42325,42315}",,300.625474.584724,300.625474.584724.721703,ELKR,6,1325,0.005583333,69248.7363,448.26,0,288.29,8.39,550,,
900,{48453},,300.625474.584724,300.625474.584724.732000,ELKR,6,1317,0.003875,68810.7902,448.26,0,288.29,3.5,566,,
901,"{3190,3191}",,300.625474.584724,300.625474.584724.756379,ELKR,6,1030,0.003533333,48528.8612,233.46,0,253.6,112.5,570,,
902,"{3046,3059}",,300.625474.584724,300.625474.584724.824612,ELKR,6,818,0.0023,37578.4037,224.12,0,222.25,31,609,,
903,{3047},{62303},300.625474.584724,300.625474.584724.849586,ELKR,6,704,0.0086,33671.7297,216.36,0,215.17,23,620,,
904,"{3050,3048,3051}",,300.625474.584724,300.625474.584724.857057,ELKR,6,657,0.0071,30953.9761,211.37,0,215.17,20,627,,
905,{3052},,300.625474.584724,300.625474.584724.865829,ELKR,6,625,0.0068,29394.9748,210.11,0,138.78,19,626,,
906,{3053},,300.625474.584724,300.625474.584724.872887,ELKR,6,613,0.0078,28819.7876,210.11,0,138.78,26,631,,
907,{3055},,300.625474.584724,300.625474.584724.895958,ELKR,6,295,0.0089,14184.6065,148.06,0,10.83,17,661,,
908,,"{62243,62251}",300.625474.584724,300.625474.584724.930828,ELKR,6,245,0.010533333,11713.4982,144.05,0,1.86,0.2,725,,
909,{3651},,300.625474.584724,300.625474.584724.974886,ELKR,5,133,0,6806.9005,132.13,0,1.86,11,734,,
910,"{3004,3652}",,300.625474.584724,300.625474.584724.991225,ELKR,5,111,0.000728571,4783.7077,111.25,0,1.86,12.5,747,,
911,{2547},,300.625474.584724.074830,300.625474.584724.074830.130824,ELKR,6,1552,0.0081,69915.3229,39.95,0,27.7,60,809,,
912,{58316},,300.625474.584724.074830,300.625474.584724.074830.160467,ELKR,6,1551,0.0051,69888.7825,39.95,0,27.7,150.8,857,,
913,{1512},,300.625474.584724.074830,300.625474.584724.074830.374921,ELKR,6,1094,0.0098,46957.3856,34.75,0,16.63,30,919,,
914,{58318},,300.625474.584724.074830,300.625474.584724.074830.421290,ELKR,6,1072,0.0061,45834.2543,34.75,0,13.36,52.85,864,,
915,{58317},,300.625474.584724.074830,300.625474.584724.074830.530173,ELKR,5,651,0.0062,28018.4785,7.99,0,3.81,70.97,923,,
918,{58319},,300.625474.584724.074830,300.625474.584724.074830.620015,ELKR,5,443,0.02146,19683.2077,3.18,0,3.01,130.03,875,,
919,{58320},,300.625474.584724.074830,300.625474.584724.074830.640033,ELKR,5,440,0.0067,19333.1184,2.88,0,0.7,169.18,880,,
920,"{58321,58322}",,300.625474.584724.074830,300.625474.584724.074830.683763,ELKR,5,379,0.0062,15458.2456,0.44,0,0.7,51.7,914,,
921,{58323},,300.625474.584724.074830,300.625474.584724.074830.725914,ELKR,5,369,0.0073,14765.6752,0.44,0,0.7,281.68,941,,
922,"{58324,2522}",,300.625474.584724.074830,300.625474.584724.074830.789812,ELKR,5,343,0.007,13040.546,0.44,0,0.7,50.51,996,,
923,{58325},,300.625474.584724.074830,300.625474.584724.074830.905771,ELKR,4,46,0.0052,925.7386,0,0,0,18.48,1094,,
924,{58326},,300.625474.584724.074830.184942,300.625474.584724.074830.184942,ELKR,5,341,0.022433333,17467.709,5.19,0,11.07,49.02,850,,
925,"{1563,58327}",,300.625474.584724.074830.184942,300.625474.584724.074830.184942.101534,ELKR,5,315,0.02198,16079.0506,5.19,0,11.07,30.43,892,,
926,{1564},,300.625474.584724.074830.184942,300.625474.584724.074830.184942.293028,ELKR,5,227,0.02586,11102.7025,4.31,0,3.05,25,887,,
927,{7617},,300.625474.584724.074830.184942,300.625474.584724.074830.184942.501602,ELKR,5,177,0.0279,8642.2606,2.9,0,3.05,27.5,906,,
928,{7618},,300.625474.584724.074830.184942,300.625474.584724.074830.184942.526438,ELKR,5,163,0.015,8094.2287,2.9,0,3.05,14.8,946,,
929,{7619},,300.625474.584724.074830.184942,300.625474.584724.074830.184942.559020,ELKR,5,160,0.0186,7968.3788,2.9,0,3.05,4.8,944,,
930,{2562},,300.625474.584724.074830.184942,300.625474.584724.074830.184942.604928,ELKR,5,122,0.0245,5823.6379,2.87,0,1.92,12,911,,
931,{7620},,300.625474.584724.074830.184942,300.625474.584724.074830.184942.617235,ELKR,5,121,0.0302,5797.1198,2.87,0,1.92,23.7,910,,
932,{1565},,300.625474.584724.074830.184942,300.625474.584724.074830.184942.717308,ELKR,3,36,0.0412,1224.9469,2.06,0,1.92,5.8,940,,
933,{7622},,300.625474.584724.074830.184942,300.625474.584724.074830.184942.756330,ELKR,3,35,0.0564,1178.5924,2.06,0,1.92,4.4,949,,
934,{7623},,300.625474.584724.074830.184942,300.625474.584724.074830.184942.828818,ELKR,3,11,0.0851,524.3145,2.06,0,1.92,3.1,1050,,
935,{653},,300.625474.584724.074830.184942,300.625474.584724.074830.184942.864213,ELKR,2,9,0.023975,407.4558,2.06,0,1.92,3,1058,,
936,{7624},,300.625474.584724.074830.184942,300.625474.584724.074830.184942.904634,ELKR,2,6,0.1243,242.8816,0,0,0,3,1089,,
937,{7625},,300.625474.584724.074830.184942.587579,300.625474.584724.074830.184942.587579.241315,ELKR,3,23,0.0651,1318.8084,0,0,1.13,3.1,992,,
938,{7626},,300.625474.584724.074830.184942.647750,300.625474.584724.074830.184942.647750.251127,ELKR,2,5,0.1805,231.4911,0,0,0,1.7,1012,,
939,"{7628,7627}",,300.625474.584724.074830.184942.659265,300.625474.584724.074830.184942.659265,ELKR,2,3,0.1701,106.4064,0,0,0,2.4,952,,
940,{7629},,300.625474.584724.074830.184942.665660,300.625474.584724.074830.184942.665660,ELKR,4,35,0.0207,1348.2435,0,0,0,6,953,,
941,{7630},,300.625474.584724.074830.184942.665660,300.625474.584724.074830.184942.665660.490327,ELKR,4,28,0.0533,1124.5536,0,0,0,5.8,1062,,
942,{7631},,300.625474.584724.074830.184942.665660,300.625474.584724.074830.184942.665660.628085,ELKR,3,15,0.1013,754.7098,0,0,0,9,1109,,
943,"{42242,42243,44175,44201,44226,1566}",,300.625474.584724.074830.184942.717308,300.625474.584724.074830.184942.717308.087030,ELKR,3,24,0.05,1798.2182,0.8,0,0,12.29,936,,
944,"{1514,58328}",,300.625474.584724.074830.438900,300.625474.584724.074830.438900,ELKR,5,350,0.01645,13838.597,5.78,0,9.55,13.67,873,,
945,{58329},,300.625474.584724.074830.438900,300.625474.584724.074830.438900.145012,ELKR,5,297,0.01395,12187.721,5.62,0,9.55,24.7,972,,
946,{2523},,300.625474.584724.074830.438900,300.625474.584724.074830.438900.426123,ELKR,5,172,0.0349,7929.242,1.01,0,7.96,6,1022,,
947,"{43897,597,43896,43898}",,300.625474.584724.166401,300.625474.584724.166401,ELKR,5,98,0.0252,8380.1128,1.15,0,10.74,13.03,934,,
948,"{44230,1567,44207,42247,42248,42249,44181}",,300.625474.584724.166401,300.625474.584724.166401.114751,ELKR,4,71,0.022,6708.6736,1.15,0,2.45,21.99,952,,
949,{598},,300.625474.584724.166401,300.625474.584724.166401.205702,ELKR,4,68,0.0251,6401.6718,1.15,0,2.45,7,956,,
950,,{50189},300.625474.584724.166401,300.625474.584724.166401.293722,ELKR,4,58,0.043,5838.0689,1.15,0,2.45,1.8,950,,
951,{1568},,300.625474.584724.166401,300.625474.584724.166401.368467,ELKR,4,52,0.0468,5553.5981,1.15,0,2.45,8,959,,
1557,{4543},,400.431358.079962,400.431358.079962.246709,BULK,7,2000,0.0083,125222.6757,583.29,0,2062.72,25,705,,
952,"{42246,42245,42244}",,300.625474.584724.166401,300.625474.584724.166401.562778,ELKR,3,19,0.0679,2173.8777,0.13,0,1.26,8.98,971,,
953,,{50196},300.625474.584724.166401,300.625474.584724.166401.616689,ELKR,3,15,0.0377,1723.9228,0.13,0,1.26,0.8,995,,
954,,{50185},300.625474.584724.166401.036885,300.625474.584724.166401.036885,ELKR,4,24,0.0516,1203.1771,0,0,8.29,2.5,950,,
955,,"{50181,103033}",300.625474.584724.166401.036885,300.625474.584724.166401.036885.469824,ELKR,3,12,0.1316,335.474,0,0,0,3.85,968,,
956,,{103059},300.625474.584724.166401.036885.312268,300.625474.584724.166401.036885.312268,ELKR,1,1,0.237,0,0,0,0,0.6,966,,
957,,{103035},300.625474.584724.166401.050986,300.625474.584724.166401.050986,ELKR,1,1,0.03,0,0,0,0,1.3,932,,
958,,"{103032,103037}",300.625474.584724.166401.114751,300.625474.584724.166401.114751,ELKR,2,2,0.128,33.7163,0,0,0,1.1,951,,
959,,{103052},300.625474.584724.166401.172798,300.625474.584724.166401.172798,ELKR,1,1,0.2272,0,0,0,0,2.7,959,,
960,,{103050},300.625474.584724.166401.243906,300.625474.584724.166401.243906,ELKR,2,6,0.1812,99.5081,0,0,0,2,953,,
961,,{50191},300.625474.584724.166401.394669.067295,300.625474.584724.166401.394669.067295,ELKR,2,2,0.2487,170.9914,0,0,0,3.2,983,,
962,,{50207},300.625474.584724.166401.531250,300.625474.584724.166401.531250,ELKR,2,4,0.2793,205.5683,0,0,0,3.8,978,,
963,,{50193},300.625474.584724.166401.562448,300.625474.584724.166401.562448,ELKR,2,5,0.1047,433.9312,0,0,1.19,3,975,,
964,,{103058},300.625474.584724.166401.562778,300.625474.584724.166401.562778,ELKR,1,1,0.3644,0,0,0,0,2.2,993,,
965,,"{103056,50194}",300.625474.584724.166401.582365,300.625474.584724.166401.582365,ELKR,2,2,0.1742,48.8092,0,0,0,2.45,982,,
966,,"{50195,103045}",300.625474.584724.166401.616689,300.625474.584724.166401.616689,ELKR,2,2,0.1821,66.5066,0,0,0,2.85,986,,
967,,{50198},300.625474.584724.166401.673669,300.625474.584724.166401.673669,ELKR,1,1,0.1776,0,0,0,0,1.6,1042,,
968,,"{103043,50199}",300.625474.584724.166401.685320,300.625474.584724.166401.685320,ELKR,1,1,0.1645,0,0,0,0,1.6,1052,,
969,,"{50200,103042,50202}",300.625474.584724.166401.711911,300.625474.584724.166401.711911,ELKR,2,2,0.1116,446.0495,0,0,0,2.37,1012,,
970,,{103044},300.625474.584724.166401.807726,300.625474.584724.166401.807726,ELKR,1,1,0.2093,0,0,0,0,0.9,1008,,
971,,{103040},300.625474.584724.166401.863356,300.625474.584724.166401.863356,ELKR,1,1,0.1592,0,0,0,0,1.2,1009,,
972,,{103039},300.625474.584724.166401.903953,300.625474.584724.166401.903953,ELKR,1,1,0.0721,0,0,0,0,1,1007,,
973,,{103038},300.625474.584724.166401.907224,300.625474.584724.166401.907224,ELKR,1,1,0.0975,0,0,0,0,1.2,1006,,
974,{1546},,300.625474.584724.178595,300.625474.584724.178595.065566,ELKR,3,12,0.02398,348.1642,0,0,26.32,30,936,,
975,,"{197571,197572}",300.625474.584724.213111,300.625474.584724.213111.249850,ELKR,3,12,0.0654,336.7219,0,0,0,3.4,888,,
976,,{197570},300.625474.584724.218710,300.625474.584724.218710.391432,ELKR,3,8,0.0757,309.497,0,0,0,4.5,893,,
977,,{197569},300.625474.584724.218710.391432,300.625474.584724.218710.391432.066661,ELKR,2,2,0.03065,83.8459,1.16,0,0,2.1,869,,
978,,"{197548,197546,197547}",300.625474.584724.218710.391432.066661,300.625474.584724.218710.391432.066661,ELKR,1,1,0.02615,0,1.16,0,0,0.73,838,,
979,,{197579},300.625474.584724.232027,300.625474.584724.232027,ELKR,3,10,0.0272,500.6462,0,0.11,0,3.3,865,,
980,,"{197576,197577,197573,197574}",300.625474.584724.232027,300.625474.584724.232027.140468,ELKR,2,3,0.0908,214.429,0,0.11,0,1.63,948,,
981,,{197578},300.625474.584724.232027.140468,300.625474.584724.232027.140468.146697,ELKR,3,6,0.0406,136.6298,0,0,0,2,912,,
982,{1547},,300.625474.584724.233916,300.625474.584724.233916,ELKR,3,51,0.0097,4454.8974,7.21,0,0,18,861,,
983,{2548},,300.625474.584724.233916,300.625474.584724.233916.196302,ELKR,3,48,0.0115,4285.7992,7.21,0,0,18,877,,
984,"{43883,1549,1548,43873,43884}",,300.625474.584724.233916,300.625474.584724.233916.286571,ELKR,3,42,0.0136,3670.593,7.21,0,0,9.46,924,,
985,,{50152},300.625474.584724.233916.242980,300.625474.584724.233916.242980,ELKR,1,1,0.1907,0,0,0,0,2.4,955,,
986,{1550},{62505},300.625474.584724.233916.348816,300.625474.584724.233916.348816,ELKR,1,1,0.1198,0,0,0,0,1,959,,
987,,{50153},300.625474.584724.233916.441528,300.625474.584724.233916.441528,ELKR,2,4,0.0556,328.53,0,0,0,3.4,971,,
988,,{62515},300.625474.584724.233916.539602,300.625474.584724.233916.539602,ELKR,2,3,0.0976,137.5074,0,0,0,1.8,985,,
989,,{50158},300.625474.584724.233916.614769,300.625474.584724.233916.614769,ELKR,2,3,0.129,137.9075,0,0,0,2,991,,
990,{43679},,300.625474.584724.233916.797690,300.625474.584724.233916.797690,ELKR,2,8,0.07345,401.4686,6.79,0,0,3.5,1009,,
991,{43678},{50161},300.625474.584724.233916.797690,300.625474.584724.233916.797690.203403,ELKR,2,7,0.02685,275.6671,6.79,0,0,10.45,1006,,
992,,{62509},300.625474.584724.233916.797690.203403,300.625474.584724.233916.797690.203403,ELKR,1,1,0.1486,0,6.79,0,0,0.1,1062,,
993,,"{197545,197568,197567}",300.625474.584724.244249,300.625474.584724.244249,ELKR,1,1,0.020133333,0,1.33,0,2.31,1.62,852,,
994,"{41887,43888,43887,1551,41898,43889}",,300.625474.584724.253915,300.625474.584724.253915,ELKR,5,220,0.009066667,11761.4707,0.36,0,2.93,17.28,819,,
995,"{44642,44643,44641}",,300.625474.584724.253915,300.625474.584724.253915.069855,ELKR,5,218,0.0245,11628.0576,0.36,0,2.93,13.67,825,,
996,{44644},,300.625474.584724.253915,300.625474.584724.253915.091595,ELKR,5,216,0.01345,11522.0424,0.36,0,2.93,29.73,852,,
997,{44640},,300.625474.584724.253915,300.625474.584724.253915.118908,ELKR,5,215,0.0295,11400.7274,0.36,0,2.93,25.8,865,,
998,{41895},,300.625474.584724.253915,300.625474.584724.253915.231544,ELKR,5,180,0.0258,10284.0951,0,0,0.74,13.14,912,,
999,"{44234,44205,42238,42239,44178}",,300.625474.584724.253915,300.625474.584724.253915.286449,ELKR,5,170,0.0202,9867.6817,0,0,0.74,28.45,905,,
1000,{41899},,300.625474.584724.253915,300.625474.584724.253915.364843,ELKR,5,150,0.0213,9218.1427,0,0,0.74,1.97,901,,
1001,"{1569,1570}",,300.625474.584724.253915,300.625474.584724.253915.396254,ELKR,5,147,0.0276,9129.3307,0,0,0.74,9,896,,
1002,"{43892,41896}",,300.625474.584724.253915,300.625474.584724.253915.446879,ELKR,5,131,0.025,8306.6333,0,0,0.74,11.39,898,,
1003,{43890},,300.625474.584724.253915,300.625474.584724.253915.466288,ELKR,5,130,0.0196,8281.944,0,0,0.74,13.7,897,,
1004,"{600,43891}",,300.625474.584724.253915,300.625474.584724.253915.470785,ELKR,5,91,0.043,6023.9807,0,0,0.74,14.45,889,,
1005,{41900},,300.625474.584724.253915,300.625474.584724.253915.484121,ELKR,5,89,0.0487,5938.9601,0,0,0.74,11.43,884,,
1006,"{44225,42214,44200,41901,41891,44174}",,300.625474.584724.253915,300.625474.584724.253915.548799,ELKR,5,60,0.043,4199.557,0,0,0,15.2,881,,
1007,{2574},,300.625474.584724.253915,300.625474.584724.253915.564895,ELKR,5,57,0.0355,4133.6234,0,0,0,6,880,,
1008,"{43895,43893,41902}",,300.625474.584724.253915,300.625474.584724.253915.641027,ELKR,4,28,0.0475,2024.3262,0,0,0,8.28,910,,
1009,{43894},,300.625474.584724.253915,300.625474.584724.253915.659609,ELKR,4,27,0.051,1976.1468,0,0,0,9.2,918,,
1010,{1572},,300.625474.584724.253915,300.625474.584724.253915.745865,ELKR,4,14,0.0496,1553.957,0,0,0,8,984,,
1011,"{44731,44729,44730}",,300.625474.584724.253915,300.625474.584724.253915.837936,ELKR,3,8,0.0685,759.0077,0,0,0,4.37,1003,,
1012,{2550},,300.625474.584724.253915.087846,300.625474.584724.253915.087846,ELKR,1,1,0.0956,0,0,0,0,1.5,844,,
1013,,{61501},300.625474.584724.253915.118908,300.625474.584724.253915.118908,ELKR,1,1,0.0819,0,0,0,0,1,870,,
1014,,"{61505,61502}",300.625474.584724.253915.180384,300.625474.584724.253915.180384,ELKR,2,5,0.1081,152.6683,0,0,0,2.5,907,,
1015,{41888},,300.625474.584724.253915.339593,300.625474.584724.253915.339593,ELKR,3,12,0.1871,310.6768,0,0,0,2.69,915,,
1016,"{41889,601}","{61499,61499}",300.625474.584724.253915.413118,300.625474.584724.253915.413118,ELKR,3,9,0.1376,599.7898,0,0,0,4.65,891,,
1017,"{44173,44199,41903,41904,44223,43899,43900,43901}",,300.625474.584724.253915.470785,300.625474.584724.253915.470785,ELKR,4,39,0.0772,2208.1684,0,0,0,9.84,897,,
